(24048, 19498314.302286476, 61)
(19582, 19499426, 58)
(19838, 19501529, 59)
(22442, 19504101, 50)
(24048, 19504270.563543107, 53)
(24048, 19504535.368961565, 51)
(24048, 19505354.367553733, 50)
(24048, 19505485, 50)
(24048, 19505841, 49)
(24048, 19506056, 48)
(24048, 19506301, 48)
(24048, 19506447, 47)
(24048, 19506517, 47)
(24048, 19506575, 47)
(19823, 19507774, 47)
(19826, 19507787, 48)
(21830, 19507850, 49)
(22030, 19508200, 50)
(22110, 19508281, 50)
(21854, 19509776, 46)
(21954, 19509828, 47)
(21894, 19509937, 47)
(21814, 19510133, 47)
(21766, 19510551, 46)
(21778, 19510603, 47)
(21778, 19510993, 47)
(21642, 19514468, 44)
(21690, 19514648, 45)
(21738, 19517191, 46)
(21738, 19517642, 46)
(19132, 19528537, 27)
(19180, 19528645, 28)
(19228, 19528714, 29)
(8496, 19554378, 20)
(8556, 19555733, 20)
(8636, 19555754, 21)
(13596, 19556182, 20)
(13676, 19556398, 21)
(13756, 19556406, 22)
(13916, 19556594, 23)
(14708, 19556794, 24)
(17564, 19556871, 24)
(8936, 19557235, 22)
(8984, 19557257, 23)
(13850, 19557461, 23)
(24048, 19557464.5465672, 26)
(24048, 19557662.0423756, 27)
(24048, 19557893.46546011, 28)
(24048, 19557967.36524477, 29)
(24048, 19558122, 29)
(24048, 19558234, 29)
(24048, 19558370, 29)
(24048, 19558531, 26)
(24048, 19559453.29806099, 27)
(24048, 19559542.36464518, 27)
(24048, 19559629.36464518, 27)
(24048, 19559842.248058826, 27)
(14975, 19560331, 26)
(9855, 19560661, 25)
(10093, 19561198, 26)
(11120, 19562148, 27)
(12680, 19562237, 28)
(12380, 19562503, 28)
(12355, 19564570, 26)
(12355, 19564721, 26)
(12355, 19564847, 26)
(12515, 19564859, 27)
(12675, 19564887, 28)
(12835, 19564913, 29)
(12995, 19564930, 30)
(13155, 19565017, 31)
(13155, 19565056, 31)
(13155, 19565111, 31)
(18427, 19565519, 32)
(18427, 19565805, 32)
(24048, 19565867, 33)
(18427, 19566051, 32)
(14107, 19566833, 32)
(13307, 19567021, 31)
(14867, 19567075, 32)
(13315, 19567297, 32)
(13315, 19567408, 32)
(12878, 19570592, 31)
(12886, 19570668, 32)
(12886, 19571397, 32)
(18014, 19571638, 33)
(12610, 19572516, 30)
(12610, 19572723, 30)
(15178, 19572769, 31)
(15170, 19572838, 31)
(20282, 19572953, 31)
(20290, 19572965, 32)
(17738, 19573041, 32)
(12618, 19573154, 31)
(12618, 19573348, 31)
(12618, 19573440, 31)
(12618, 19573542, 31)
(12618, 19573621, 31)
(12626, 19573685, 32)
(12544, 19573912, 31)
(12536, 19573957, 30)
(12544, 19573988, 31)
(17672, 19574419, 32)
(17668, 19574634, 32)
(12540, 19574747, 30)
(12552, 19574792, 31)
(12564, 19574880, 32)
(12552, 19575291, 31)
(12560, 19575773, 32)
(12568, 19575920, 33)
(12580, 19576511, 32)
(12006, 19578722, 30)
(12006, 19579065, 30)
(12006, 19579351, 30)
(12018, 19579666, 31)
(12031, 19579803, 31)
(12271, 19579812, 32)
(12979, 19579822, 33)
(13219, 19579833, 34)
(13927, 19579845, 35)
(14167, 19579862, 36)
(14294, 19580297, 35)
(14454, 19580307, 36)
(14614, 19580321, 37)
(14774, 19580332, 38)
(14774, 19580348, 38)
(14934, 19580355, 39)
(14786, 19580370, 39)
(14474, 19580640, 38)
(14478, 19580866, 38)
(15279, 19581009, 38)
(15517, 19581331, 39)
(23936, 19581726, 41)
(24048, 19581855, 41)
(24048, 19582395.728883695, 42)
(24048, 19582714.94346208, 42)
(24048, 19583323, 42)
(24048, 19584196.393487573, 43)
(24048, 19584313.728883695, 44)
(21670, 19586526, 41)
(21670, 19586682, 41)
(22300, 19592628, 41)
(24048, 19592741, 42)
(24048, 19598979.130804718, 39)
(24048, 19600685, 37)
(24048, 19600974.845491197, 38)
(24048, 19601106.845491197, 36)
(24048, 19601367.845491197, 35)
(24048, 19601816.59340597, 34)
(24048, 19603169.43573955, 36)
(24048, 19604967.845491197, 36)
(24048, 19605228.845491197, 36)
(21718, 19677964, 21)
(14198, 19693669, 18)
(11864, 19734545, 13)
(15764, 19734578, 14)
(19664, 19734669, 15)
(5360, 19773415, 4)
(5616, 19773438, 5)
(5872, 19774408, 6)
(1748, 19775183, 5)
(2992, 19775623, 6)
(4942, 19775898, 7)
(4974, 19776168, 8)
(7006, 19785770, 9)
(10906, 19785907, 10)
(14806, 19785956, 11)
(18706, 19785993, 12)
(22606, 19786262, 13)
(24048, 19786422, 14)
(24048, 19795255.130066976, 14)
(24048, 19813352, 12)
(24048, 19813391, 12)
(24048, 19815228, 11)
(24048, 19817800.80713559, 18)
(24048, 19817890.156568926, 19)
(24048, 19817995.78528389, 17)
(24048, 19818164.80713559, 17)
(24048, 19818359, 13)
(24048, 19818526.738309886, 14)
(24048, 19818619, 14)
(24048, 19820463.764280025, 18)
(24048, 19820714.764280025, 18)
(24048, 19820834.764280025, 18)
(24048, 19821180, 17)
(24048, 19821780, 21)
(24048, 19830728.441825233, 36)
(24048, 19833330, 32)
(24048, 19833443, 32)
(24048, 19833637, 32)
(24048, 19833833.13120865, 32)
(24048, 19834227.64240053, 32)
(24048, 19835277, 28)
(24048, 19835578, 28)
(24048, 19835944, 28)
(24048, 19836239, 28)
(24048, 19836888, 28)
(24048, 19837173, 28)
(24048, 19837322, 28)
(24048, 19839851.599615153, 31)
(24048, 19840920, 29)
(24048, 19840992, 29)
(24048, 19842470.899707507, 30)
(24048, 19843209.86228694, 34)
(24048, 19844066.972997535, 38)
(24048, 19844187, 37)
(24048, 19845994.74467021, 41)
(24048, 19899791, 26)
(24048, 19901547.86029618, 27)
(24048, 19905540.076660424, 38)
(24048, 19905956.099902514, 36)
(24048, 19906049.237754438, 37)
(24048, 19906115.076660424, 37)
(24048, 19906254, 37)
(24048, 19906518, 35)
(24048, 19906729, 33)
(24048, 19906848, 33)
(24048, 19907100, 33)
(24048, 19907513, 32)
(24048, 19907919, 31)
(24048, 19911312.860626698, 34)
(24048, 19911864, 34)
(24048, 19913152.266162887, 34)
(24048, 19917054.50816885, 38)
(24048, 19918604.635658465, 33)
(24048, 19921328.69076538, 38)
(24048, 19922188, 37)
(24048, 19922374.242132336, 36)
(24048, 19922895.985493068, 39)
(24048, 19922982, 38)
(24048, 19923089, 37)
(24048, 19923196, 37)
(24048, 19923307, 37)
(24048, 19924005, 37)
(24048, 19924246.9160987, 39)
(24048, 19924319.71594217, 40)
(24048, 19924366, 40)
(24048, 19924550, 38)
(24048, 19924764, 38)
(24048, 19924829, 38)
(24048, 19924914.49238411, 39)
(24048, 19926366.417573802, 43)
(24048, 19926838, 39)
(24048, 19927021.242132336, 39)
(24048, 19927930.343034886, 40)
(24048, 19928066.40920187, 41)
(24048, 19928177.40920187, 41)
(24048, 19928226.52171343, 41)
(24048, 19928372.52171343, 40)
(24048, 19928501.152074073, 41)
(24048, 19929080.563704293, 41)
(24048, 19929310.534264367, 41)
(24048, 19930910, 41)
(24048, 19933309.46777746, 65)
(24048, 19933947.46777746, 65)
(24048, 19934288.638278242, 66)
(24048, 19934405, 66)
(24048, 19934850.36718989, 65)
(24048, 19936913, 59)
(24048, 19939607.32651593, 46)
(24048, 19942224.868498918, 40)
(24048, 19944968.954727434, 39)
(24048, 19951380, 35)
(24048, 19985383, 28)
(24048, 19985966.011241015, 27)
(24048, 19986166, 27)
(24048, 19988154.315771647, 27)
(24048, 19990377, 26)
(24048, 19990615.43009268, 50)
(24048, 19990592.067953005, 56)
(24048, 19990623.06004042, 47)
(24048, 19990817.806789026, 34)
(24048, 19990953.806789026, 30)
(24048, 19991256, 27)
(24048, 19991470, 26)
(24048, 19991677, 25)
(24048, 19992133, 25)
(24048, 19993006.346778326, 34)
(24048, 19993072.07765322, 37)
(24048, 19993117.085937902, 37)
(24048, 19993137.071511295, 36)
(24048, 19993200.433952104, 35)
(24048, 19993245.346778326, 34)
(24048, 19993248.21015509, 34)
(24048, 19993435.45337811, 31)
(24048, 19993509.255530573, 29)
(24048, 19993566.455359988, 29)
(24048, 19993598.069032464, 30)
(24048, 19993938, 26)
(24048, 19994073, 26)
(24048, 19994399, 26)
(24048, 19994625.68176398, 27)
(24048, 19995112, 27)
(24048, 19996476, 26)
(24048, 19996643, 26)
(24048, 19996759, 26)
(24048, 19997173.44329966, 26)
(24048, 19997284.79058031, 27)
(24048, 19997408, 26)
(24048, 19997613, 26)
(16956, 19999216, 23)
(16528, 19999687, 23)
(16528, 19999829, 23)
(16528, 19999955, 23)
(21140, 20001483, 22)
(16120, 20001610, 22)
(18580, 20002132, 22)
(18740, 20002163, 23)
(18752, 20002194, 24)
(16052, 20002494, 23)
(15792, 20003254, 21)
(16032, 20003276, 22)
(12232, 20004316, 22)
(12232, 20004562, 22)
(12232, 20004757, 22)
(12612, 20005297, 22)
(12332, 20006333, 22)
(12232, 20006799, 22)
(12152, 20007912, 22)
(12232, 20008132, 22)
(12152, 20008247, 22)
(12232, 20008366, 22)
(12252, 20008382, 23)
(12152, 20008568, 22)
(12252, 20008577, 23)
(12252, 20008677, 23)
(12152, 20008870, 22)
(12252, 20008943, 23)
(11912, 20009345, 21)
(11912, 20009438, 21)
(12012, 20009475, 22)
(12032, 20009535, 23)
(12112, 20009622, 23)
(11812, 20009784, 21)
(11812, 20010038, 21)
(11912, 20010066, 22)
(11972, 20010187, 23)
(11812, 20011274, 21)
(11912, 20011289, 22)
(13507, 20011310, 23)
(16433, 20011337, 24)
(19064, 20011442, 23)
(19304, 20011592, 24)
(19544, 20011684, 25)
(19644, 20011693, 26)
(19744, 20011709, 27)
(19984, 20011711, 28)
(19984, 20011774, 28)
(19984, 20011816, 28)
(20012, 20011947, 26)
(20987, 20011970, 27)
(21962, 20012019, 28)
(21430, 20012058, 26)
(21670, 20012081, 27)
(21470, 20012265, 26)
(21570, 20012277, 27)
(19452, 20012885, 23)
(19452, 20012905, 23)
(19512, 20013104, 24)
(19712, 20013166, 25)
(20402, 20013170, 26)
(20642, 20013195, 27)
(20352, 20013398, 27)
(20452, 20013412, 28)
(20352, 20013752, 27)
(20452, 20013768, 28)
(20284, 20014027, 27)
(20324, 20014291, 27)
(20424, 20014486, 27)
(20484, 20014811, 28)
(20584, 20015175, 29)
(20684, 20015177, 30)
(20584, 20015441, 29)
(20684, 20015456, 30)
(20584, 20015886, 29)
(20672, 20015903, 29)
(20524, 20016038, 28)
(20484, 20016104, 28)
(20541, 20016128, 28)
(20541, 20016139, 28)
(20524, 20016288, 28)
(20624, 20016300, 29)
(20684, 20016392, 30)
(20544, 20016734, 29)
(21064, 20017534, 28)
(21124, 20017584, 29)
(21184, 20017609, 30)
(21881, 20017618, 31)
(21301, 20017651, 31)
(21998, 20017665, 32)
(23886, 20017666, 34)
(24048, 20017748.44028418, 40)
(24048, 20017823.06913113, 44)
(21821, 20018429, 29)
(24048, 20018431, 30)
(24048, 20018536.89422616, 32)
(24048, 20018595, 32)
(23060, 20018721, 30)
(20884, 20019262, 30)
(21204, 20019263, 31)
(21844, 20019264, 33)
(22164, 20019265, 34)
(22484, 20019266, 35)
(20584, 20019887, 29)
(19332, 20036133, 28)
(19332, 20036379, 28)
(19652, 20036488, 29)
(21892, 20036489, 36)
(22212, 20036491, 37)
(20932, 20037117, 33)
(23172, 20037118, 40)
(24048, 20037125.923149187, 47)
(11897, 20074534, 22)
(11897, 20074877, 22)
(12216, 20074921, 22)
(12216, 20075129, 22)
(12536, 20075223, 23)
(14136, 20075224, 28)
(15096, 20075225, 31)
(16376, 20075226, 35)
(17656, 20075227, 39)
(18616, 20075228, 42)
(11897, 20076801, 22)
(11976, 20077139, 22)
(11897, 20077244, 22)
(11977, 20077250, 23)
(11976, 20077928, 22)
(12056, 20078070, 23)
(12156, 20079068, 24)
(12256, 20079085, 25)
(12156, 20079297, 24)
(12256, 20079311, 25)
(12057, 20079550, 24)
(12157, 20079716, 25)
(12257, 20079731, 26)
(12536, 20080323, 24)
(12156, 20080772, 24)
(12256, 20080794, 25)
(12156, 20081071, 24)
(12256, 20081083, 25)
(12536, 20081215, 24)
(12636, 20081364, 25)
(12736, 20081380, 26)
(14536, 20081712, 25)
(14636, 20081797, 26)
(14736, 20081814, 27)
(14556, 20082046, 26)
(14656, 20082083, 27)
(14756, 20082098, 28)
(15351, 20082155, 29)
(15056, 20082274, 27)
(15156, 20082342, 28)
(15256, 20082356, 29)
(14656, 20082789, 27)
(14756, 20082803, 28)
(14836, 20082912, 29)
(14636, 20082939, 27)
(14736, 20082962, 28)
(14656, 20083094, 27)
(14736, 20083119, 28)
(14636, 20083203, 27)
(14576, 20083304, 26)
(14656, 20083310, 27)
(14756, 20083327, 28)
(14476, 20083504, 25)
(14556, 20083523, 26)
(14636, 20083593, 26)
(14736, 20083605, 27)
(12837, 20087425, 24)
(12856, 20088079, 24)
(12856, 20088159, 24)
(12857, 20088515, 25)
(12956, 20089027, 25)
(13056, 20089040, 26)
(12956, 20089528, 25)
(13056, 20089544, 26)
(12857, 20089854, 25)
(12957, 20090104, 26)
(13057, 20090118, 27)
(12857, 20090533, 25)
(12957, 20090832, 26)
(12977, 20090856, 26)
(12897, 20091028, 25)
(13196, 20092794, 25)
(13196, 20093223, 25)
(13197, 20093501, 26)
(13297, 20093823, 27)
(13297, 20094044, 27)
(13397, 20094063, 28)
(13297, 20094286, 27)
(13397, 20094343, 28)
(12405, 20094363, 28)
(12405, 20094423, 28)
(12405, 20094491, 28)
(12405, 20094551, 28)
(12405, 20094615, 28)
(12405, 20094675, 28)
(12405, 20094739, 28)
(12405, 20094798, 28)
(12405, 20094853, 28)
(12405, 20094919, 28)
(12305, 20094986, 27)
(12105, 20095593, 25)
(12104, 20096767, 24)
(12104, 20096993, 24)
(12204, 20097843, 25)
(12304, 20097902, 26)
(12404, 20097946, 27)
(12404, 20098013, 27)
(12504, 20098057, 28)
(12404, 20098109, 27)
(12504, 20098160, 28)
(12404, 20098213, 27)
(12404, 20098264, 27)
(12404, 20098320, 27)
(12504, 20098365, 28)
(12504, 20098417, 28)
(12504, 20098431, 28)
(12536, 20098456, 29)
(12568, 20098465, 30)
(12180, 20098631, 27)
(12280, 20098887, 28)
(12380, 20098902, 29)
(12480, 20098959, 30)
(12380, 20099080, 29)
(12292, 20099122, 29)
(12392, 20099128, 30)
(12352, 20099344, 29)
(12512, 20099381, 30)
(12292, 20099551, 29)
(12294, 20099563, 30)
(12394, 20099598, 31)
(12396, 20099633, 32)
(12398, 20099635, 33)
(12400, 20099636, 34)
(12392, 20099768, 30)
(12392, 20099880, 30)
(12392, 20099986, 30)
(12492, 20100034, 31)
(12012, 20100102, 29)
(11932, 20100120, 29)
(11992, 20100153, 29)
(12152, 20100154, 30)
(12252, 20100160, 31)
(12167, 20100292, 27)
(11973, 20101391, 27)
(11973, 20101830, 27)
(12040, 20102507, 26)
(12108, 20102554, 26)
(12308, 20102578, 27)
(12308, 20102653, 27)
(12308, 20102710, 27)
(12408, 20102777, 28)
(12208, 20103039, 27)
(12308, 20103084, 28)
(12208, 20103162, 27)
(12209, 20103198, 28)
(12309, 20103223, 29)
(12409, 20103356, 30)
(12509, 20103380, 31)
(12409, 20103480, 30)
(12308, 20103565, 28)
(12276, 20103607, 27)
(12176, 20103743, 26)
(12276, 20103774, 27)
(12376, 20103820, 28)
(12476, 20103829, 29)
(12576, 20103838, 30)
(12276, 20103929, 27)
(12296, 20104030, 28)
(11896, 20104219, 25)
(11936, 20104333, 24)
(12036, 20104337, 25)
(12276, 20104349, 26)
(12516, 20104370, 27)
(12517, 20105484, 28)
(12548, 20106401, 28)
(13156, 20108227, 29)
(14280, 20108331, 30)
(16572, 20110792, 30)
(20472, 20111249, 31)
(24048, 20111444, 32)
(23876, 20112909, 29)
(23896, 20113492, 29)
(23896, 20114427, 29)
(23896, 20114755, 29)
(23896, 20114894, 29)
(23896, 20115056, 29)
(23896, 20115181, 29)
(23896, 20115528, 29)
(23896, 20115796, 29)
(23896, 20116230, 29)
(23896, 20117447, 29)
(23876, 20117585, 29)
(24048, 20125897.35400782, 35)
(20884, 20156456, 25)
(21704, 20156497, 26)
(22828, 20156512, 27)
(22829, 20156570, 28)
(22829, 20156985, 28)
(22829, 20157231, 28)
(23404, 20157467, 28)
(23405, 20157488, 29)
(23983, 20157509, 30)
(23981, 20157660, 30)
(23981, 20159393, 30)
(24048, 20160559.530518573, 31)
(24021, 20162261, 30)
(24048, 20162949.331568815, 32)
(24048, 20163272, 32)
(24048, 20163985.729664974, 34)
(24048, 20164216, 31)
(24048, 20164326, 31)
(24048, 20164466, 31)
(24048, 20164907, 31)
(24048, 20165355.764888592, 30)
(24048, 20165845, 30)
(24048, 20166098.975656237, 31)
(24048, 20166216, 30)
(24048, 20166296, 30)
(24048, 20166602.107225455, 30)
(24048, 20166806, 29)
(23551, 20168973, 27)
(23061, 20170024, 27)
(23161, 20170232, 28)
(24048, 20170483.86655239, 30)
(23456, 20170696, 29)
(23456, 20171595, 29)
(23456, 20171991, 29)
(23744, 20172375, 28)
(24048, 20172390, 29)
(24048, 20172404, 29)
(24048, 20172608.182034563, 33)
(24048, 20172694, 33)
(24048, 20172956.945532016, 35)
(24048, 20173177.096876506, 35)
(24048, 20173201.2829835, 34)
(24048, 20173321.191238105, 33)
(24048, 20173376, 33)
(24048, 20173421.608670864, 35)
(24048, 20173748.39371225, 39)
(24048, 20174068.573721357, 42)
(24048, 20174153.273596864, 43)
(24048, 20174583.50971087, 47)
(24048, 20174838.624950044, 50)
(24048, 20174954.628705095, 51)
(24048, 20175245.508125164, 50)
(24048, 20175358, 50)
(24048, 20175417.194603737, 51)
(24048, 20175607, 50)
(24048, 20176208.08777705, 52)
(24048, 20176285, 52)
(24048, 20176344, 52)
(24048, 20176428.08777705, 50)
(24048, 20177260, 40)
(24048, 20177586, 37)
(24048, 20177713, 36)
(24048, 20177848, 34)
(24048, 20178170, 32)
(24048, 20178387, 32)
(24048, 20178438, 31)
(24048, 20181887.42729791, 32)
(24048, 20182487.568514585, 35)
(24048, 20182653.568514585, 32)
(24048, 20182939.467775512, 33)
(24048, 20183738.03887161, 34)
(24048, 20183928, 34)
(24048, 20184056, 34)
(24048, 20184180.440091066, 35)
(24048, 20184408, 35)
(24048, 20184759.376803085, 52)
(24048, 20184824.03631524, 52)
(24048, 20184928, 42)
(24048, 20184951.652258445, 51)
(24048, 20185020.03631524, 47)
(24048, 20185255, 47)
(24048, 20185464.5473749, 52)
(24048, 20186322, 33)
(24048, 20186504, 33)
(24048, 20186684.31745422, 34)
(24048, 20187242, 32)
(24048, 20187519.03887161, 31)
(24048, 20187700.03887161, 32)
(24048, 20187886, 32)
(24048, 20189474.590929627, 32)
(24048, 20189591, 32)
(24048, 20189691, 31)
(24048, 20190685, 30)
(24048, 20190968, 30)
(24048, 20191644.716331173, 31)
(24048, 20191830, 31)
(24048, 20192012.19119117, 33)
(24048, 20192129.5701221, 35)
(24048, 20192148, 35)
(24048, 20192256, 30)
(24048, 20192358.038720172, 35)
(24048, 20192451.3553881, 35)
(24048, 20192525, 31)
(24048, 20192645.107435375, 36)
(24048, 20193268, 28)
(24048, 20193381.54297954, 31)
(24048, 20194843, 26)
(24048, 20199069.978070535, 36)
(24048, 20199130.552355222, 39)
(24048, 20199675, 25)
(24048, 20201183, 23)
(24048, 20201491, 23)
(24048, 20201782, 23)
(24048, 20201842, 23)
(24048, 20203113.783134166, 32)
(24048, 20203237.957905985, 32)
(24048, 20203282, 24)
(24048, 20205822, 22)
(24048, 20211177, 21)
(23171, 20249488, 19)
(23171, 20252946, 19)
(23171, 20253280, 19)
(22196, 20256078, 18)
(23076, 20256963, 19)
(24048, 20256974, 20)
(22974, 20257017.624498542, 21)
(24048, 20257571, 22)
(24048, 20258076, 22)
(20122, 20261951, 20)
(20202, 20269402, 21)
(20202, 20269874, 21)
(20202, 20270034, 21)
(20282, 20270133, 22)
(20202, 20270371, 21)
(17356, 20271756, 21)
(17276, 20272114, 20)
(17277, 20272129, 21)
(17277, 20272329, 21)
(17277, 20272795, 21)
(17197, 20272909, 20)
(17277, 20272961, 21)
(16856, 20273100, 20)
(16857, 20273609, 21)
(16857, 20273737, 21)
(16697, 20273805, 19)
(17016, 20274004, 19)
(17017, 20274042, 20)
(16697, 20274214, 19)
(17016, 20274350, 19)
(17017, 20274754, 20)
(17018, 20274841, 21)
(17017, 20274998, 20)
(17018, 20275067, 21)
(17017, 20275298, 20)
(17017, 20275512, 20)
(17017, 20275689, 20)
(17017, 20275781, 20)
(16042, 20276477, 19)
(16042, 20276688, 19)
(16042, 20276930, 19)
(16042, 20277254, 19)
(16043, 20277346, 20)
(16042, 20277735, 19)
(16042, 20278103, 19)
(16042, 20278364, 19)
(16042, 20278505, 19)
(16042, 20278689, 19)
(16042, 20278789, 19)
(16042, 20278995, 19)
(16042, 20279462, 19)
(16043, 20279511, 20)
(16042, 20279620, 19)
(16042, 20279749, 19)
(2755, 20333273, 7)
(2756, 20333357, 8)
(2757, 20333512, 9)
(1627, 20341679, 7)
(1627, 20341811, 7)
(1675, 20342569, 7)
(1675, 20342670, 7)
(1675, 20343278, 7)
(1675, 20343328, 7)
(1595, 20344191, 6)
(1675, 20344262, 7)
(1595, 20346375, 6)
(1595, 20346447, 6)
(1675, 20346457, 7)
(3012, 20349194, 3)
(5938, 20349324, 4)
(8864, 20349378, 5)
(8944, 20351883, 6)
(8944, 20352746, 6)
(9024, 20353491, 7)
(8944, 20354376, 6)
(8944, 20355135, 6)
(8944, 20355950, 6)
(9024, 20356044, 7)
(9104, 20356797, 8)
(8865, 20361156, 6)
(8866, 20361223, 7)
(8866, 20361293, 7)
(8866, 20361362, 7)
(8865, 20361572, 6)
(8866, 20361636, 7)
(9184, 20371859, 6)
(9184, 20373858, 6)
(1212, 20414457, 3)
(1468, 20415895, 4)
(1469, 20417353, 5)
(1669, 20417408, 6)
(1868, 20417484, 6)
(1869, 20417607, 7)
(1469, 20417890, 5)
(1469, 20418180, 5)
(1968, 20418342, 5)
(3943, 20419134, 6)
(6869, 20419145, 7)
(9795, 20419154, 8)
(9795, 20419216, 8)
(6869, 20419312, 7)
(9795, 20419332, 8)
(9795, 20419357, 8)
(6869, 20420338, 7)
(6869, 20420757, 7)
(9795, 20420778, 8)
(12721, 20420800, 9)
(12761, 20421966, 10)
