S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
24554251.5,17471,64,20,50001,3,32,16,1280
24554252.25,17502,69,20,50002,3,32,16,1380
24554252.25,17502,69,20,50003,2,27,12,1380
24554252.25,17502,69,20,50004,2,27,12,1380
24554252.25,17502,69,20,50005,2,27,12,1380
24554252.25,17534,69,20,50006,2,27,12,1380
24554252.25,17534,69,20,50007,2,27,12,1380
24554253.0,17533,69,20,50008,3,32,16,1380
24554253.0,17533,69,20,50009,3,32,16,1380
24554253.0,17533,69,20,50010,2,27,12,1380
24554253.0,17570,69,20,50011,2,27,12,1380
24554253.0,17570,69,20,50012,3,32,16,1380
24554253.0,17570,69,20,50013,3,32,16,1380
24554253.0,17570,69,20,50014,2,27,12,1380
24554253.75,17601,69,20,50015,3,32,16,1380
24554253.75,17601,69,20,50016,3,32,16,1380
24554253.75,17601,69,20,50017,2,27,12,1380
24554253.75,17601,69,20,50018,3,32,16,1380
24554253.75,17601,69,20,50019,3,32,16,1380
24554254.5,17637,69,20,50020,3,32,16,1380
24554254.5,17637,69,20,50021,3,32,16,1380
24554254.5,17637,69,20,50022,2,27,12,1380
24554254.5,17637,69,20,50023,2,27,12,1380
24554254.5,17669,69,20,50024,2,27,12,1380
24554254.5,17669,69,20,50025,3,32,16,1380
24554254.5,17669,69,20,50026,2,27,12,1380
24554255.25,17668,69,20,50027,3,32,16,1380
24554255.25,17668,69,20,50028,2,27,12,1380
24554260.5,17893,84,20,50029,2,27,12,1680
24554260.5,17893,84,20,50030,3,32,16,1680
24554260.5,17893,84,20,50031,2,27,12,1680
24554260.5,17893,84,20,50032,2,27,12,1680
24554260.5,17935,42,20,50033,2,27,12,840
24554261.25,17934,79,20,50034,2,27,12,1580
24554261.25,17934,79,20,50035,2,27,12,1580
24554261.25,17934,79,20,50036,3,32,16,1580
24554261.25,17934,79,20,50037,2,27,12,1580
24554261.25,17934,79,20,50038,2,27,12,1580
24554261.25,17976,74,20,50039,2,27,12,1480
24554262.0,17975,74,20,50040,3,32,16,1480
24554262.0,17975,74,20,50041,2,27,12,1480
24554262.0,17975,74,20,50042,3,32,16,1480
24554262.0,17975,74,20,50043,3,32,16,1480
24554262.0,18012,74,20,50044,2,27,12,1480
24554262.0,18012,74,20,50045,2,27,12,1480
24554262.75,18011,74,20,50046,3,32,16,1480
24554262.75,18011,74,20,50047,2,27,12,1480
24554262.75,18011,74,20,50048,2,27,12,1480
24554262.75,18048,74,20,50049,2,27,12,1480
24554262.75,18048,74,20,50050,2,27,12,1480
24554262.75,18048,74,20,50051,2,27,12,1480
24554262.75,18048,74,20,50052,3,32,16,1480
24554263.5,18047,74,20,50053,2,27,12,1480
24554264.25,18120,79,20,50054,2,27,12,1580
24554265.0,18119,79,20,50055,3,32,16,1580
24554265.0,18119,79,20,50056,2,27,12,1580
24554265.0,18119,79,20,50057,2,27,12,1580
24554265.75,18155,42,20,50058,2,27,12,840
24554265.75,18155,79,20,50059,3,32,16,1580
