(0, 1249933)
(600, 1249933)
(600, 1250028)
(800, 1250028)
(1490, 1250120)
(200, 1250093.8421688671)
(430, 1250120)
(630, 1250120)
(630, 1250171)
(1230, 1250171)
(1230, 1250435)
(630, 1250305)
(630, 1250435)
(1230, 1250435)
(1230, 1251427)
(1830, 1251427)
(1830, 1251676)
(1230, 1251666)
(1230, 1251676)
(1830, 1251676)
(1830, 1252013)
(1230, 1251904)
(1230, 1252013)
(1830, 1252013)
(1830, 1252739)
(1230, 1252295)
(1230, 1252739)
(1830, 1252739)
(1830, 1253324)
(1230, 1252960)
(1230, 1253324)
(1830, 1253324)
(1830, 1254067)
(1230, 1253546)
(1230, 1254067)
(1830, 1254067)
(1830, 1254300)
(1230, 1254283)
(1230, 1254300)
(1830, 1254300)
(1830, 1254848)
(2430, 1254848)
(2430, 1254848)
(1830, 1254883)
(1230, 1255176)
(1230, 1255237)
(1830, 1255237)
(1830, 1255499)
(2430, 1255499)
(3120, 1255499)
(1830, 1255515.8657806942)
(1830, 1258266)
(1862, 1258266)
(1862, 1258471)
(1830, 1258349)
(1830, 1258471)
(1930, 1258471)
(1930, 1258626)
(1962, 1258626)
(1962, 1259252)
(1930, 1258713)
(1930, 1259252)
(1962, 1259252)
(1962, 1259446)
(1930, 1259345)
(1930, 1259446)
(2130, 1259446)
(2130, 1260892)
(2162, 1260892)
(2162, 1262655)
(2130, 1260979)
(2130, 1262655)
(2162, 1262655)
(2162, 1262788)
(2130, 1262739)
(2130, 1262788)
(2162, 1262788)
(2162, 1263062)
(2130, 1262872)
(2130, 1263062)
(2162, 1263062)
(2162, 1263757)
(2130, 1263178)
(2130, 1263757)
(2162, 1263757)
(2162, 1265971)
(2130, 1264657)
(2130, 1265971)
(2330, 1265971)
(2330, 1266055)
(2394, 1266055)
(2394, 1266365)
(2330, 1266235)
(2330, 1266365)
(2394, 1266365)
(2394, 1278324)
(2330, 1268465)
(2330, 1278324)
(2430, 1278324)
(2530, 1278324)
(2530, 1278325)
(2630, 1278325)
(2730, 1278325)
(2830, 1278325)
(2930, 1278325)
(3160, 1278326)
(3260, 1278326)
(3360, 1278326)
(3460, 1278326)
(3560, 1278326)
(4020, 1278327)
(4120, 1278327)
(4220, 1278327)
(4320, 1278327)
(4420, 1278327)
(4880, 1278328)
(4980, 1278328)
(5080, 1278328)
(5180, 1278328)
(5525, 1278329)
(5625, 1278329)
(5725, 1278329)
(5825, 1278329)
(5925, 1278329)
(6025, 1278329)
(6125, 1278329)
(6240, 1278330)
(6340, 1278330)
(6440, 1278330)
(6540, 1278330)
(6640, 1278330)
(6740, 1278330)
(7430, 1278331)
(7530, 1278331)
(7630, 1278331)
(7730, 1278331)
(7830, 1278331)
(7930, 1278331)
(8030, 1278331)
(8490, 1278332)
(8590, 1278332)
(8690, 1278332)
(8790, 1278332)
(8890, 1278332)
(8990, 1278332)
(9565, 1278333)
(9665, 1278333)
(9765, 1278333)
(9865, 1278333)
(9965, 1278333)
(10065, 1278333)
(10410, 1278334)
(10510, 1278334)
(10610, 1278334)
(10710, 1278334)
(10810, 1278334)
(11385, 1278334)
(11285, 1278434)
(11070, 1278434.9304143433)
(10970, 1278498)
(10755, 1278511.438370521)
(10655, 1278514)
(10555, 1278525)
(10340, 1278890.8847994232)
(10685, 1279241)
(10785, 1279241)
(10785, 1279268)
(10885, 1279268)
(11000, 1279304)
(11100, 1279304)
(11215, 1279304)
(11000, 1279311.688836998)
(10800, 1283833)
(10200, 1287479)
(10000, 1290286)
(9570, 1297703.2838519588)
(9355, 1299526.9088987168)
(9140, 1299544.4748234022)
(8925, 1299952.0695513282)
(8710, 1299968.4209158893)
(8495, 1300188.2971390267)
(8280, 1300338.4835253444)
(8065, 1300362.1922381248)
(7850, 1300468.2283370222)
