(0, 15340149)
(320, 15340149)
(320, 15340547)
(0, 15340386)
(0, 15340547)
(320, 15340547)
(320, 15341035)
(0, 15340769)
(0, 15341035)
(240, 15341035)
(240, 15341724)
(0, 15341523)
(0, 15341724)
(240, 15341724)
(240, 15342163)
(480, 15342163)
(756, 15342274)
(996, 15342274)
(1272, 15342295)
(1512, 15342295)
(1788, 15342341)
(2028, 15342341)
(2304, 15342523)
(2560, 15342523)
(2560, 15342571)
(2800, 15342571)
(2800, 15343404)
(2560, 15343379)
(2560, 15343404)
(2800, 15343404)
(2800, 15343583)
(2920, 15343583)
(2920, 15344234)
(3020, 15344234)
(3158, 15344473)
(3278, 15344473)
(3278, 15344541)
(3358, 15344541)
(3358, 15344541)
(3278, 15344699)
(2762, 15344710.729296895)
(2762, 15345138)
(2842, 15345138)
(2842, 15345553)
(2762, 15345285)
(2762, 15345553)
(3562, 15345553)
(3562, 15345789)
(3642, 15345789)
(3642, 15346646)
(3562, 15345935)
(3562, 15346646)
(3802, 15346646)
(3802, 15346646)
(3562, 15346696)
(3562, 15346758)
(3802, 15346758)
(3802, 15346758)
(3562, 15346792)
(3562, 15346981)
(3642, 15346981)
(3642, 15347151)
(3882, 15347151)
(3882, 15347151)
(3802, 15347169)
(3802, 15347412)
(3882, 15347412)
(3882, 15347750)
(3802, 15347567)
(3802, 15347750)
(3882, 15347750)
(3882, 15347933)
(3802, 15347908)
(3802, 15347933)
(3922, 15347933)
(3922, 15347964)
(4222, 15347964)
(4360, 15348061)
(4440, 15348061)
(4440, 15348404)
(4360, 15348197)
(4360, 15348404)
(4480, 15348404)
(4480, 15348988)
(4600, 15348988)
(4600, 15349258)
(4680, 15349258)
(4680, 15349677)
(4600, 15349362)
(4600, 15349677)
(4680, 15349677)
(4680, 15349967)
(4600, 15349823)
(4600, 15349967)
(4680, 15349967)
(4680, 15350201)
(4600, 15350114)
(4600, 15350201)
(4680, 15350201)
(4680, 15350516)
(4600, 15350347)
(4600, 15350516)
(4680, 15350516)
(4680, 15350549)
(4760, 15350549)
(4760, 15350549)
(4680, 15350578)
(4600, 15350778)
(4342, 15354189.647161983)
(4342, 15356030)
(4462, 15356030)
(4462, 15358258)
(4582, 15358258)
(4582, 15358258)
(4324, 15358561.373826778)
(4068, 15361466)
(4206, 15362081)
(4706, 15362081)
(4706, 15362081)
(4586, 15365233)
(4586, 15365705)
(4706, 15365705)
(4706, 15365759)
(4826, 15365759)
(4826, 15368300)
(4946, 15368300)
(4946, 15368325)
(5066, 15368325)
(5066, 15369005)
(5186, 15369005)
(5186, 15369286)
(5506, 15369286)
(5644, 15369476)
(5764, 15369476)
(5764, 15369476)
(5644, 15369519)
(5644, 15371221)
(5764, 15371221)
(5764, 15371693)
(5884, 15371693)
(5884, 15371703)
(6004, 15371703)
(6004, 15374630)
(6244, 15374630)
(6244, 15374630)
(5986, 15374630.284503534)
(5746, 15374663)
(5746, 15375535)
(5866, 15375535)
(5866, 15375535)
(5746, 15375613)
(5746, 15376809)
(6002, 15376809)
(6002, 15376962)
(6242, 15376962)
(6242, 15376994)
(6482, 15376994)
(6482, 15376994)
(6242, 15376995)
(6002, 15377032)
(5744, 15379382.948024658)
(6020, 15380024)
(5504, 15379737.22495792)
(5504, 15380024)
(5744, 15380024)
(5744, 15380055)
(5984, 15380055)
(6260, 15380055)
(6020, 15380094)
(6020, 15383325)
(6140, 15383325)
(6140, 15383325)
(6020, 15383362)
(6020, 15386106)
(6140, 15386106)
(6140, 15386135)
(6260, 15386135)
(6260, 15386135)
(6140, 15386176)
(6020, 15386197)
(6020, 15386279)
(6140, 15386279)
(6140, 15386279)
(6020, 15386323)
(6020, 15388272)
(6140, 15388272)
(6140, 15389749)
(6260, 15389749)
(6260, 15390255)
(6380, 15390255)
(6380, 15390255)
(6260, 15390326)
(6260, 15391061)
(6380, 15391061)
(6380, 15391061)
(6260, 15391133)
(6260, 15392144)
(6380, 15392144)
(6380, 15392182)
(6500, 15392182)
(6500, 15392182)
(6380, 15392216)
(6260, 15392225)
(5744, 15392877.3740338)
(5228, 15395059.903941251)
(4712, 15395081.714371316)
(4456, 15395351)
(4456, 15397650)
(4576, 15397650)
(4576, 15397650)
(4456, 15397691)
(4456, 15398214)
(4576, 15398214)
(4576, 15398214)
(4456, 15398275)
(4456, 15398279)
(4576, 15398279)
(4576, 15398279)
(4456, 15398317)
(4456, 15398878)
(4576, 15398878)
(4576, 15398878)
(4456, 15398915)
(4456, 15406454)
(4576, 15406454)
(4576, 15406465)
(4696, 15406465)
(4696, 15406465)
(4576, 15406507)
(4456, 15406534)
(4456, 15410384)
(4576, 15410384)
(4576, 15410384)
(4456, 15410452)
(4456, 15410904)
(4576, 15410904)
(4576, 15410904)
(4456, 15410951)
(4456, 15416115)
(4576, 15416115)
(4576, 15416124)
(4696, 15416124)
(4696, 15416124)
(4576, 15416194)
(4456, 15416198)
(4456, 15416404)
(4576, 15416404)
(4576, 15416404)
(4456, 15416447)
(4136, 15417211)
(4274, 15417883)
(4474, 15417883)
(4474, 15417890)
(4594, 15417890)
(4594, 15417890)
(4474, 15417962)
(4474, 15421351)
(4574, 15421351)
(4574, 15423344)
(14774, 15423344)
(14889, 15423370)
(14889, 15423370)
(24048, 15424041)
(24048, 15424041)
(23928, 15424119)
(24048, 15424119)
(24048, 15425166)
(24048, 15425166)
(23928, 15425209)
(24048, 15425209)
(24048, 15425503)
(24048, 15425503)
(23928, 15425577)
(24048, 15425577)
(24048, 15425584)
(24048, 15425584)
(23928, 15425630)
(24048, 15425630)
(24048, 15425630)
(23833, 15426216.249065362)
(24048, 15426695)
(24048, 15426695)
(24048, 15426704)
(24048, 15426704)
(23928, 15426747)
(24048, 15426747)
(24048, 15426747)
(23928, 15426779)
(13728, 15426970.969668621)
(4333, 15428936.973767087)
(4474, 15429798)
(4574, 15429798)
(4574, 15430984)
(4694, 15430984)
(4694, 15430984)
(4574, 15431065)
(4574, 15431482)
(4694, 15431482)
(4694, 15431482)
(4574, 15431520)
(4316, 15432233.110495228)
(4216, 15437253)
(4354, 15437631)
(4674, 15437631)
(4674, 15438281)
(4794, 15438281)
(4794, 15438301)
(4914, 15438301)
(4914, 15438301)
(4794, 15438370)
(4674, 15438372)
(4812, 15440220)
(5112, 15440220)
(5112, 15440220)
(4812, 15440261)
(4572, 15442546)
(4917, 15443182)
(5077, 15443182)
(5077, 15443182)
(4819, 15444993.323879017)
(4819, 15446281)
(4939, 15446281)
(4939, 15447070)
(5059, 15447070)
(5059, 15447070)
(4939, 15447107)
(4939, 15447195)
(5059, 15447195)
(5059, 15447238)
(5179, 15447238)
(5179, 15447238)
(5059, 15447239)
(5059, 15447243)
(5179, 15447243)
(5179, 15447243)
(5059, 15447281.16387262)
(5059, 15447328)
(5179, 15447328)
(5179, 15447328)
(5059, 15447363)
(4939, 15447399)
(4939, 15447464)
(5059, 15447464)
(5059, 15447464)
(4939, 15447541)
(4423, 15447845.895210195)
(4165, 15449718.6807393)
(4165, 15450273)
(4285, 15450273)
(4285, 15450273)
(4165, 15450387)
(4165, 15450402)
(4285, 15450402)
(4285, 15450402)
(4165, 15450478)
(4165, 15450532)
(4285, 15450532)
(4285, 15450532)
(4165, 15450575)
(4165, 15450662)
(4285, 15450662)
(4285, 15450662)
(4165, 15450703)
(4165, 15451913)
(4285, 15451913)
(4285, 15451913)
(4165, 15451949)
(4165, 15451983)
(4285, 15451983)
(4285, 15451983)
(4165, 15452068)
(4165, 15452255)
(4285, 15452255)
(4285, 15452255)
(4165, 15452341)
(4165, 15452378)
(4285, 15452378)
(4285, 15452560)
(4405, 15452560)
(4405, 15452560)
(4285, 15452707)
(4285, 15460336)
(4405, 15460336)
(4405, 15460377)
(4525, 15460377)
(4525, 15460377)
(4405, 15460424)
(4405, 15467680)
(4525, 15467680)
(4525, 15467688)
(4645, 15467688)
(4645, 15467688)
(4525, 15467726)
(4405, 15467763)
(4405, 15472768)
(4525, 15472768)
(4525, 15472768)
(4405, 15472811)
(4305, 15473086)
(4305, 15473173)
(4425, 15473173)
(4425, 15473173)
(4305, 15473211)
(4305, 15476110)
(4425, 15476110)
(4425, 15476110)
(4305, 15476146)
(4305, 15476893)
(4425, 15476893)
(4425, 15476893)
(4305, 15476973)
(4305, 15477024)
(4425, 15477024)
(4425, 15477024)
(4305, 15477091)
(4305, 15477231)
(4425, 15477231)
(4425, 15477231)
(4305, 15477265)
(4305, 15477363)
(4425, 15477363)
(4425, 15477363)
(4305, 15477403)
(4305, 15477494)
(4425, 15477494)
(4425, 15477494)
(4305, 15477540)
(4305, 15477627)
(4425, 15477627)
(4425, 15477627)
(4305, 15477666)
(4305, 15478228)
