cores,time,running_job_len
2.0,0.0,1.0
4.0,773.1344875,2.0
2.0,844.0980425,1.0
5.0,1265.885217,2.0
16.0,2278.600139,3.0
33.0,4086.6433854999996,4.0
24.0,4112.550380078019,3.0
30.0,5048.676575500001,4.0
24.0,5055.8523075,3.0
22.0,8497.339534,2.0
15.0,9787.13137356687,1.0
22.0,12245.4167375,2.0
15.0,12677.1436005,1.0
27.0,16054.345985499998,2.0
15.0,16064.270136499998,1.0
17.0,20929.1988055,2.0
15.0,22506.42153257952,1.0
21.0,23983.690366,2.0
15.0,24743.448994,1.0
17.0,30917.663988,2.0
20.0,32382.9525075,3.0
23.0,40942.5385625,4.0
42.0,42469.9904195,5.0
35.0,42481.908355209256,4.0
20.0,42504.7812555,3.0
23.0,47758.83096,4.0
43.0,47919.2373025,5.0
27.0,47930.825976644686,4.0
36.0,61776.558738506195,4.0
39.0,64607.713421500004,5.0
36.0,64610.3986095,4.0
33.0,65188.472213500005,3.0
35.0,74407.543608,4.0
33.0,75599.326159,3.0
37.0,75953.6152535,4.0
33.0,75969.4056265,3.0
37.0,89182.623619,4.0
47.0,90506.171845,5.0
50.0,90562.81484978618,5.0
50.0,90570.4397532332,5.0
39.0,90579.87049559408,4.0
47.0,93047.5262725,5.0
42.0,93087.7201625,4.0
45.0,109493.6877595,5.0
48.0,110581.444172,6.0
45.0,111488.95212,5.0
42.0,116653.2464085,4.0
46.0,124908.00502899999,5.0
47.0,135350.34190150618,5.0
50.0,139057.3317123062,5.0
46.0,139167.831749,4.0
50.0,139399.7725925,5.0
50.0,140794.1442764508,5.0
46.0,139693.8826425,4.0
42.0,143769.95605383135,4.0
46.0,147927.9270695,5.0
42.0,154080.12320550001,4.0
40.0,154898.93666200002,3.0
33.0,154970.68058110503,2.0
36.0,155530.056557,3.0
33.0,155559.09839180837,2.0
42.0,172211.04449549998,3.0
46.0,174095.16488250002,4.0
42.0,175242.5543025,3.0
44.0,196446.12998199998,4.0
42.0,197106.70661199998,3.0
46.0,211947.956526,4.0
42.0,213040.20615789795,3.0
49.0,217601.37545100003,4.0
50.0,219369.93699180003,4.0
50.0,220117.33393902244,4.0
50.0,221136.032886691,4.0
50.0,263545.17168217176,5.0
50.0,264825.76776817173,5.0
50.0,267156.1119271717,5.0
50.0,267196.0783216817,5.0
50.0,267219.6584944426,5.0
50.0,267233.23147193424,5.0
50.0,267253.5909381717,5.0
50.0,276552.8830640417,5.0
50.0,281905.6463364937,5.0
50.0,285117.3042999649,5.0
50.0,287044.2990780476,5.0
50.0,289934.79124517174,5.0
48.0,290572.19911417173,4.0
50.0,291343.00957,5.0
50.0,291355.71173653996,5.0
50.0,291363.20601479855,5.0
48.0,291373.990464,4.0
50.0,306101.4852618313,5.0
47.0,306107.4769878313,4.0
50.0,306109.42999422393,7.0
50.0,306115.7644428313,7.0
50.0,306150.5961511452,7.0
50.0,306174.2917926901,7.0
50.0,306188.8646122402,7.0
50.0,306197.2528693471,7.0
44.0,306209.8352550075,6.0
50.0,307911.022464,7.0
47.0,309042.65059383126,6.0
50.0,331759.9694745,7.0
48.0,332090.44091949996,6.0
50.0,334723.2801871676,6.0
44.0,422549.08751516754,5.0
50.0,422549.7572756348,8.0
50.0,422573.0334762479,8.0
50.0,422586.99919661577,8.0
50.0,422607.94777716754,8.0
50.0,422612.5959201676,8.0
50.0,422632.59440516756,8.0
48.0,422706.6753504443,7.0
50.0,457960.90227100183,7.0
50.0,461342.5129331243,7.0
46.0,506064.76766612433,6.0
50.0,506065.27939155564,8.0
50.0,506143.80843955564,8.0
50.0,511251.65060628724,8.0
50.0,534985.4698368874,8.0
50.0,535000.5854758874,8.0
50.0,537624.4770078874,8.0
50.0,539605.8773273474,8.0
50.0,540774.9035158288,8.0
48.0,542457.1607138874,7.0
50.0,542764.6097795,8.0
50.0,544802.0660839251,8.0
50.0,542783.9485147,8.0
50.0,542795.8418368481,8.0
50.0,542802.8588969153,8.0
50.0,542806.8979851492,8.0
48.0,542812.9566175,7.0
50.0,551874.0203675,8.0
50.0,564932.3153705078,8.0
50.0,586578.1231485,8.0
50.0,595127.6893003817,8.0
50.0,595627.7776483817,8.0
50.0,608984.7815382617,8.0
50.0,614928.7897252567,8.0
50.0,623482.362482152,8.0
50.0,737269.8944285703,8.0
50.0,750025.1730935703,8.0
50.0,756552.5731671243,8.0
46.0,756739.4318927622,7.0
50.0,756740.2053845071,9.0
50.0,756743.9085147622,9.0
50.0,757148.0268413071,9.0
50.0,757288.0454855703,9.0
50.0,757306.9261371703,9.0
50.0,757318.5377379043,9.0
50.0,757325.2214885708,9.0
50.0,757335.2471145703,9.0
50.0,757366.6455623199,9.0
50.0,757759.759026507,9.0
48.0,757834.6896023921,8.0
50.0,765213.3803895001,9.0
48.0,770811.1831315,8.0
50.0,775465.6209555,9.0
48.0,778125.6023355001,8.0
50.0,845954.177826,9.0
50.0,846000.4145028001,9.0
50.0,846028.1565088801,9.0
50.0,846045.2178426193,9.0
48.0,846069.7695180001,8.0
50.0,932498.8855944545,8.0
50.0,1092242.0300420222,8.0
50.0,949864.4084704944,8.0
50.0,960110.066967358,8.0
50.0,966007.5679557966,8.0
50.0,969634.5310636864,8.0
50.0,974853.8194384545,8.0
50.0,1209780.9355150037,8.0
49.0,1209788.9221791131,8.0
50.0,1252969.45991332,8.0
50.0,1252995.5915663198,8.0
50.0,1253083.97696085,8.0
50.0,1253211.16569932,8.0
50.0,1253877.931837113,8.0
50.0,1290185.9217431056,8.0
50.0,1254100.295112113,8.0
50.0,1419491.025352952,8.0
50.0,1301032.765128113,9.0
50.0,1301117.231522816,9.0
50.0,1301261.3987031132,9.0
50.0,1309709.272759156,9.0
50.0,1313064.0093398679,9.0
