id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
80098,17486891,102,73,64,1,64,64
80099,17487494,0,60,32,1,32,32
80100,17487494,0,61,32,1,32,32
80101,17487554,0,31,32,1,32,32
80102,17487554,0,32,32,1,32,32
80103,17487645,0,62,32,1,32,32
80104,17487646,0,61,32,1,32,32
80105,17487774,2,835,32,1,32,32
80106,17487805,3,63,64,1,64,64
80107,17488658,3,74,64,1,64,64
80108,17488739,3,1808,512,1,512,512
80109,17488762,2,543,32,1,32,32
80110,17489053,2,4613,64,1,64,64
80111,17489123,2,47,64,1,64,64
80112,17489731,2,55,64,1,64,64
80113,17489971,4,573,32,1,32,32
80114,17490049,3,916,32,1,32,32
80115,17490299,5,63,64,1,64,64
80116,17490466,3,6647,32,1,32,32
80117,17490544,8,4390,512,1,512,512
80118,17490555,5,6754,256,1,256,256
80119,17490568,1,765,32,1,32,32
80120,17491002,18045,2919,512,1,512,512
80121,17491490,3,204,32,1,32,32
80122,17491718,4,239,32,1,32,32
80123,17492000,4,23,32,1,32,32
80124,17492583,7,39,32,1,32,32
80125,17492681,2,34,32,1,32,32
80126,17492932,2,687,32,1,32,32
80127,17493569,2,4499,64,1,64,64
80128,17493666,4,383,32,1,32,32
80129,17494061,3,324,32,1,32,32
80130,17494414,3,419,32,1,32,32
80131,17494936,8,4436,512,1,512,512
80132,17495019,2,340,32,1,32,32
80133,17496083,43123,12038,128,1,128,128
80134,17497312,5,6760,256,1,256,256
80135,17498004,2,4606,64,1,64,64
80136,17499374,8,4544,512,1,512,512
80137,17499461,2,27,128,1,128,128
80138,17499649,2,23,128,1,128,128
80139,17499738,4,582,32,1,32,32
80140,17500072,3,27,128,1,128,128
80141,17500468,3,3560,32,1,32,32
80142,17501443,2,31,128,1,128,128
80143,17502322,3,33,128,1,128,128
80144,17502546,2,4484,64,1,64,64
80145,17502785,3,30,128,1,128,128
80146,17502948,2,33,128,1,128,128
80147,17503920,9,5115,512,1,512,512
80148,17503967,66,3547,32,1,32,32
80149,17504074,5,6775,256,1,256,256
80150,17505841,2,5873,128,1,128,128
80151,17506611,3,47,64,1,64,64
80152,17506967,3,4590,64,1,64,64
80153,17507523,58,3557,32,1,32,32
80154,17507578,2563,10803,32,1,32,32
80155,17507644,0,47,32,1,32,32
80156,17507689,3,41,64,1,64,64
80157,17509286,2,40,64,1,64,64
80158,17510852,6,6787,256,1,256,256
80159,17511091,48,4409,32,1,32,32
80160,17511136,9,547,32,1,32,32
80161,17511521,2,4523,64,1,64,64
80162,17511701,4,183,32,1,32,32
80163,17511841,146,39139,512,1,512,512
80164,17512099,3,46,64,1,64,64
80165,17512536,3,44,64,1,64,64
80166,17513151,3,48,64,1,64,64
80167,17513495,3,49,64,1,64,64
80168,17513674,2,582,32,1,32,32
80169,17514723,2,861,32,1,32,32
80170,17515406,3,46,64,1,64,64
80171,17515486,63,3905,32,1,32,32
80172,17515942,3,38,64,1,64,64
80173,17515984,3,4283,64,1,64,64
80174,17516046,3,834,32,1,32,32
80175,17517642,6,6772,256,1,256,256
80176,17518356,20860,12028,128,1,128,128
80177,17519450,6,3537,32,1,32,32
80178,17520203,2,4211,64,1,64,64
80179,17520882,63,10535,32,1,32,32
80180,17522931,64,3829,32,1,32,32
80181,17524365,9,4129,64,1,64,64
80182,17524418,26711,15658,512,1,512,512
80183,17526761,65,3541,32,1,32,32
80184,17526895,0,61,32,1,32,32
80185,17528435,3,4091,64,1,64,64
80186,17530304,65,3801,32,1,32,32
80187,17531417,50980,10797,32,1,32,32
80188,17532464,2,4216,64,1,64,64
80189,17534093,13,212,32,1,32,32
80190,17534170,0,60,32,1,32,32
80191,17535445,9,31,128,1,128,128
80192,17535657,3,15583,128,1,128,128
80193,17536069,8,3813,64,1,64,64
80194,17536616,2,6794,64,1,64,64
80195,17538647,10,12702,64,1,64,64
80196,17539789,3,16,256,1,256,256
80197,17542784,4,8688,32,1,32,32
80198,17542859,5,24231,32,1,32,32
80199,17543829,5,7641,32,1,32,32
80200,17545094,6107,42,256,1,256,256
80201,17547724,3522,15641,128,1,128,128
80202,17549306,2055,15597,64,1,64,64
80203,17550600,31806,18530,128,1,128,128
80204,17552432,9,14569,32,1,32,32
80205,17553747,13142,4782,128,1,128,128
80206,17554272,12574,41,256,1,256,256
80207,17554633,38562,4411,32,1,32,32
80208,17554791,42816,214,32,1,32,32
80209,17555051,11910,20,64,1,64,64
80210,17556414,10597,3952,32,1,32,32
80211,17556760,10210,6504,64,1,64,64
80212,17558171,8850,5765,32,1,32,32
80213,17560086,6940,3135,32,1,32,32
80214,17565558,1478,3927,32,1,32,32
80215,17565896,1150,3917,32,1,32,32
80216,17567151,3,8067,32,1,32,32
80217,17567232,4,40,256,1,256,256
80218,17567278,2,7124,128,1,128,128
80219,17567288,3,148,512,1,512,512
80220,17567424,4,77,32,1,32,32
80221,17567548,3,2683,32,1,32,32
80222,17567760,2,32,64,1,64,64
80223,17567911,2,141,512,1,512,512
80224,17568005,2,6520,64,1,64,64
80225,17568302,4,262,32,1,32,32
80226,17568441,5,893,32,1,32,32
80227,17568471,2,65,64,1,64,64
80228,17568705,4,150,512,1,512,512
80229,17568933,3,81,64,1,64,64
80230,17569078,2,56,128,1,128,128
80231,17569167,4,1164,512,1,512,512
80232,17569228,7,60,64,1,64,64
80233,17569330,5,3026,32,1,32,32
80234,17569861,3,157,64,1,64,64
80235,17569926,2,66,128,1,128,128
80236,17569960,3,430,32,1,32,32
80237,17570150,12,66,32,1,32,32
80238,17570352,4,69,64,1,64,64
80239,17570693,3,50,128,1,128,128
80240,17570848,3,578,32,1,32,32
80241,17570889,2,232,128,1,128,128
80242,17570964,2,109,64,1,64,64
80243,17571036,0,36,64,1,64,64
80244,17571243,3,253,128,1,128,128
80245,17571336,3,7970,512,1,512,512
80246,17571343,3,1380,32,1,32,32
80247,17571739,3,287,32,1,32,32
80248,17572093,2,78,64,1,64,64
80249,17572278,5,323,32,1,32,32
80250,17572526,4,6492,256,1,256,256
80251,17572534,3,419,128,1,128,128
80252,17573401,4,82,64,1,64,64
80253,17573687,2,371,64,1,64,64
80254,17574092,2,312,128,1,128,128
80255,17575264,2,29,64,1,64,64
80256,17575329,3,4048,32,1,32,32
80257,17575343,2,31,128,1,128,128
80258,17575486,3,43,64,1,64,64
80259,17575535,3,83,32,1,32,32
80260,17576397,2,484,64,1,64,64
80261,17576950,2,345,64,1,64,64
80262,17577536,4,20,32,1,32,32
80263,17578339,3,20,64,1,64,64
80264,17578399,2,804,64,1,64,64
80265,17579016,10,6480,256,1,256,256
80266,17579226,3,21,32,1,32,32
80267,17579251,60,7334,512,1,512,512
80268,17579514,3,296,32,1,32,32
80269,17580034,11975,4143,256,1,256,256
80270,17580175,3,130,32,1,32,32
80271,17580217,2,4116,64,1,64,64
80272,17584621,3,3992,64,1,64,64
80273,17585500,8,6498,256,1,256,256
80274,17586643,4,7271,512,1,512,512
80275,17587307,27443,11464,512,1,512,512
80276,17592000,1920,6115,512,1,512,512
80277,17593132,4690,10528,32,1,32,32
80278,17593916,2238,6767,256,1,256,256
80279,17594659,30944,3768,128,1,128,128
80280,17597234,3,42,32,1,32,32
80281,17597293,3,37,64,1,64,64
80282,17597437,2,36,64,1,64,64
80283,17600030,8,4214,512,1,512,512
80284,17602287,4,45,64,1,64,64
80285,17602828,2,35,128,1,128,128
80286,17602919,26,6777,256,1,256,256
80287,17604244,10,10492,512,1,512,512
80288,17606376,3,36,128,1,128,128
80289,17606906,2,42,128,1,128,128
80290,17607106,5,59,128,1,128,128
80291,17607569,3,22,128,1,128,128
80292,17608035,3,70,128,1,128,128
80293,17608343,8,10522,32,1,32,32
80294,17608349,9,4129,128,1,128,128
80295,17609716,9,6752,256,1,256,256
80296,17618810,49995,10701,32,1,32,32
80297,17624930,2,1804,64,1,64,64
80298,17627134,3,8229,512,1,512,512
80299,17627455,3,11,32,1,32,32
80300,17627834,3,4209,64,1,64,64
80301,17630321,2,4108,256,1,256,256
80302,17630732,3,6371,128,1,128,128
80303,17632274,2,46,128,1,128,128
80304,17632357,2,1537,128,1,128,128
80305,17632363,3,295,32,1,32,32
80306,17632594,3,5618,32,1,32,32
80307,17632784,3,6493,128,1,128,128
80308,17633029,3,844,32,1,32,32
80309,17633440,11,4509,32,1,32,32
80310,17633876,3,137,64,1,64,64
80311,17634063,5,653,128,1,128,128
80312,17634382,2,803,64,1,64,64
80313,17634394,328,3100,128,1,128,128
80314,17634419,18,4113,256,1,256,256
80315,17634429,4,149,32,1,32,32
80316,17634569,3,213,32,1,32,32
80317,17635103,9,226,32,1,32,32
80318,17635137,3,279,128,1,128,128
80319,17635294,74,1309,512,1,512,512
80320,17635410,2,145,64,1,64,64
80321,17635572,4,161,32,1,32,32
80322,17635639,5,306,32,1,32,32
80323,17635769,910,11531,512,1,512,512
80324,17636211,3,163,32,1,32,32
80325,17636225,32587,187,128,1,128,128
80326,17637316,3,3738,64,1,64,64
80327,17637461,3,115,32,1,32,32
80328,17637586,2,350,64,1,64,64
80329,17637806,3,306,32,1,32,32
80330,17637902,3,4021,32,1,32,32
80331,17637979,3,20,32,1,32,32
80332,17638219,41289,217,32,1,32,32
80333,17638224,41503,9,32,1,32,32
80334,17638468,3,234,32,1,32,32
80335,17638487,66,3829,256,1,256,256
80336,17638902,3,627,32,1,32,32
80337,17643068,478,4202,32,1,32,32
80338,17643348,210,30,64,1,64,64
80339,17643544,19,96,32,1,32,32
80340,17643876,5,755,32,1,32,32
80341,17644481,5,14698,32,1,32,32
80342,17645268,2,1324,64,1,64,64
80343,17645995,3,41,32,1,32,32
80344,17647242,3,4071,256,1,256,256
80345,17647504,2,4335,128,1,128,128
80346,17647723,3,21,32,1,32,32
80347,17647730,3,18,32,1,32,32
80348,17648089,3229,15606,256,1,256,256
80349,17648404,2,4189,64,1,64,64
80350,17648992,3,516,512,1,512,512
80351,17649450,63,5818,512,1,512,512
80352,17649454,3,490,32,1,32,32
80353,17649510,5824,17,512,1,512,512
80354,17649735,3,82,64,1,64,64
80355,17649784,2,7285,128,1,128,128
80356,17649919,3,134,64,1,64,64
80357,17650003,4,329,32,1,32,32
80358,17650111,2,60,64,1,64,64
80359,17650349,4,203,32,1,32,32
80360,17650452,3,184,64,1,64,64
80361,17650493,96464,14606,512,1,512,512
80362,17650568,3,515,32,1,32,32
80363,17651154,4,26,32,1,32,32
80364,17651389,3,15,32,1,32,32
80365,17651469,3,643,32,1,32,32
80366,17651620,3,179,64,1,64,64
80367,17653171,4,3897,32,1,32,32
80368,17654026,4,49,32,1,32,32
80369,17654162,3,22,32,1,32,32
80370,17654983,3,809,32,1,32,32
80371,17655324,29,56938,512,1,512,512
80372,17655530,3,26,32,1,32,32
80373,17655635,4,20,32,1,32,32
80374,17655664,3,226,64,1,64,64
80375,17655773,3,395,32,1,32,32
80376,17655894,3,1017,32,1,32,32
80377,17655919,2,90,64,1,64,64
80378,17656074,10852,19,256,1,256,256
80379,17656406,3,117,128,1,128,128
80380,17656609,4,67,128,1,128,128
80381,17656891,3,113,128,1,128,128
80382,17656913,2,797,64,1,64,64
80383,17657102,3,6405,128,1,128,128
80384,17657212,3,69,128,1,128,128
80385,17657331,2,6589,128,1,128,128
80386,17657558,2,7318,64,1,64,64
80387,17657576,6,544,64,1,64,64
80388,17658054,3,123,128,1,128,128
80389,17658286,2,2751,64,1,64,64
80390,17658494,3,142,32,1,32,32
80391,17658763,3,2008,128,1,128,128
80392,17658779,111,139,128,1,128,128
80393,17659348,7,117,128,1,128,128
80394,17659642,4,827,32,1,32,32
80395,17659826,2,64,128,1,128,128
80396,17659880,4,3289,32,1,32,32
80397,17660299,3,28,32,1,32,32
80398,17660429,3,78,128,1,128,128
80399,17660632,7,29,32,1,32,32
80400,17661115,2,70,128,1,128,128
80401,17661260,3,28,32,1,32,32
80402,17661271,4,4120,64,1,64,64
80403,17661832,4,2159,32,1,32,32
80404,17661981,4,285,32,1,32,32
80405,17661994,3,1970,64,1,64,64
80406,17662216,959,65,128,1,128,128
80407,17662224,3,49,32,1,32,32
80408,17662578,7,61,32,1,32,32
80409,17662679,4,272,32,1,32,32
80410,17662830,3,268,32,1,32,32
80411,17663213,4,3861,32,1,32,32
80412,17663250,3,276,32,1,32,32
80413,17663536,3,265,32,1,32,32
80414,17663915,3,210,32,1,32,32
80415,17666437,3,348,64,1,64,64
80416,17666803,4,19,32,1,32,32
80417,17666860,87,13797,256,1,256,256
80418,17672464,3,79,64,1,64,64
80419,17672643,2,157,64,1,64,64
80420,17674013,3,44,128,1,128,128
80421,17674221,3,4207,64,1,64,64
80422,17674705,3,52,128,1,128,128
80423,17675187,3,128,128,1,128,128
80424,17675920,3,130,128,1,128,128
80425,17676887,2,340,128,1,128,128
80426,17677868,54529,2268,128,1,128,128
80427,17678824,3,5765,128,1,128,128
80428,17678932,1815,9658,256,1,256,256
80429,17679504,233,10501,32,1,32,32
80430,17681306,4,5467,64,1,64,64
80431,17681875,2,105,64,1,64,64
80432,17682605,3,75,64,1,64,64
80433,17683522,2,79,64,1,64,64
80434,17684288,3,102,64,1,64,64
80435,17684963,2,103,64,1,64,64
80436,17685624,3,105,64,1,64,64
80437,17686551,2,104,64,1,64,64
80438,17688516,4,25,64,1,64,64
80439,17688792,2,51,64,1,64,64
80440,17689273,2,144,64,1,64,64
80441,17689677,2,143,64,1,64,64
80442,17689961,2,139,64,1,64,64
80443,17690197,43,10699,32,1,32,32
80444,17690403,4,7058,256,1,256,256
80445,17690647,2,4443,128,1,128,128
80446,17697463,34801,4424,512,1,512,512
80447,17700895,54342,10618,32,1,32,32
80448,17700938,3,174,64,1,64,64
80449,17702564,2,1919,64,1,64,64
80450,17716672,81732,3471,128,1,128,128
80451,17720966,11566,654,32,1,32,32
80452,17721260,11282,5013,32,1,32,32
80453,17725167,7386,695,32,1,32,32
80454,17732556,3,94,32,1,32,32
80455,17732676,3,977,32,1,32,32
80456,17732886,3,766,32,1,32,32
80457,17733184,4,95,128,1,128,128
80458,17733314,3,16,32,1,32,32
80459,17733637,3,63,128,1,128,128
80460,17733813,4,49,32,1,32,32
80461,17733853,4,965,32,1,32,32
80462,17733870,3,707,256,1,256,256
80463,17733907,5,856,32,1,32,32
80464,17734189,3,60,128,1,128,128
80465,17734589,4,256,256,1,256,256
80466,17734791,5,63,32,1,32,32
80467,17734815,4,38,128,1,128,128
80468,17734862,3,7823,256,1,256,256
80469,17734919,4,893,32,1,32,32
80470,17735132,103,4494,64,1,64,64
80471,17735288,6,31,32,1,32,32
80472,17735686,4,65,128,1,128,128
80473,17735828,4,1391,32,1,32,32
80474,17735879,4,1073,32,1,32,32
80475,17736685,6,10256,512,1,512,512
80476,17737117,28740,7106,32,1,32,32
80477,17737145,35819,7152,32,1,32,32
80478,17737443,3,46,32,1,32,32
80479,17737729,4,193,32,1,32,32
80480,17737744,3,236,32,1,32,32
80481,17738286,3,48,32,1,32,32
80482,17738430,4,531,32,1,32,32
80483,17738957,4,49,32,1,32,32
80484,17739037,4,333,32,1,32,32
80485,17739062,3,73,32,1,32,32
80486,17739109,4,29,32,1,32,32
80487,17739215,4,86,32,1,32,32
80488,17739221,4,116,32,1,32,32
80489,17739452,3,298,32,1,32,32
80490,17739459,4,1285,32,1,32,32
80491,17739527,3,1195,32,1,32,32
80492,17739585,5,1439,32,1,32,32
80493,17739660,4,4347,64,1,64,64
80494,17739768,5,307,128,1,128,128
80495,17739920,3,213,32,1,32,32
80496,17740453,4,263,32,1,32,32
80497,17741275,3,2794,128,1,128,128
80498,17741433,5,20,32,1,32,32
80499,17742364,5,92,128,1,128,128
80500,17742691,4,22,32,1,32,32
80501,17742752,7,3929,32,1,32,32
80502,17743046,4,35,32,1,32,32
80503,17743292,4,3927,32,1,32,32
80504,17743307,4,476,32,1,32,32
80505,17743410,3,5976,32,1,32,32
80506,17743719,3,6538,128,1,128,128
80507,17743962,2,4175,64,1,64,64
80508,17744007,6,11,32,1,32,32
80509,17744163,3,10,32,1,32,32
80510,17744403,4,14,32,1,32,32
80511,17744687,5,10,32,1,32,32
80512,17745017,4,12,32,1,32,32
80513,17745211,4,13,32,1,32,32
80514,17745718,4,301,32,1,32,32
80515,17745778,4,9,32,1,32,32
80516,17745890,3,350,32,1,32,32
80517,17746051,3,136,32,1,32,32
80518,17746297,5,145,32,1,32,32
80519,17746526,4,37,32,1,32,32
80520,17746783,4,149,32,1,32,32
80521,17746891,5,49,32,1,32,32
80522,17746943,9,7275,256,1,256,256
80523,17747229,5,213,32,1,32,32
80524,17747239,6,518,32,1,32,32
80525,17747541,5,716,32,1,32,32
80526,17748010,4,400,32,1,32,32
80527,17748034,4,95,32,1,32,32
80528,17748132,4,5236,64,1,64,64
80529,17748167,3,275,64,1,64,64
80530,17748330,4,1010,32,1,32,32
80531,17748499,3,645,64,1,64,64
80532,17748645,4,11,32,1,32,32
80533,17748665,4,228,32,1,32,32
80534,17749035,3,2379,64,1,64,64
80535,17749093,4,15,32,1,32,32
80536,17749178,5,382,32,1,32,32
80537,17749189,4,17,32,1,32,32
80538,17749276,11,11,32,1,32,32
80539,17749495,4,236,128,1,128,128
80540,17749518,4,42,32,1,32,32
80541,17749530,3,30,32,1,32,32
80542,17749588,2,292,64,1,64,64
80543,17749819,6,151,32,1,32,32
80544,17749827,4,12,32,1,32,32
80545,17750223,4,35,32,1,32,32
80546,17750250,4,151,32,1,32,32
80547,17750412,4,21,32,1,32,32
80548,17750471,6,612,64,1,64,64
80549,17750560,4,33,32,1,32,32
80550,17750724,4,27,32,1,32,32
80551,17750734,4,70,32,1,32,32
80552,17751424,4,19,32,1,32,32
80553,17751862,3,8056,64,1,64,64
80554,17751875,3,1975,64,1,64,64
80555,17753305,3,7170,64,1,64,64
80556,17753969,4,8,64,1,64,64
80557,17754050,4,7408,64,1,64,64
80558,17754061,4,76,32,1,32,32
80559,17754149,2,423,64,1,64,64
80560,17754224,7,7159,256,1,256,256
80561,17754984,3,1271,64,1,64,64
80562,17756515,3,3408,64,1,64,64
80563,17760413,2,5564,64,1,64,64
80564,17761387,7,7197,256,1,256,256
80565,17761579,3,22925,512,1,512,512
80566,17761788,2,4429,64,1,64,64
80567,17763391,2,21,64,1,64,64
80568,17763447,3,532,64,1,64,64
80569,17764024,3,21,32,1,32,32
80570,17764104,4,578,32,1,32,32
80571,17764400,3,648,64,1,64,64
80572,17765079,2,19,32,1,32,32
80573,17765793,14324,10817,32,1,32,32
80574,17765913,2,4143,64,1,64,64
80575,17768588,6,14995,256,1,256,256
80576,17770049,4,4290,64,1,64,64
80577,17773173,2,40,32,1,32,32
80578,17774275,5,4634,64,1,64,64
80579,17774458,2,162,32,1,32,32
80580,17774803,2,112,32,1,32,32
80581,17778908,3,4755,64,1,64,64
80582,17783587,6,11102,256,1,256,256
80583,17783600,2,4494,64,1,64,64
80584,17788090,2,4488,64,1,64,64
80585,17790872,50666,10501,32,1,32,32
80586,17792513,3,5057,64,1,64,64
80587,17794691,8,7167,256,1,256,256
80588,17795304,3,159,512,1,512,512
80589,17795491,4,6562,64,1,64,64
80590,17795906,3,5672,128,1,128,128
80591,17797566,3,6253,64,1,64,64
80592,17798466,3,11527,512,1,512,512
80593,17799510,2,236,64,1,64,64
80594,17802650,3,152,32,1,32,32
80595,17803117,4,76,32,1,32,32
80596,17803205,13,4922,128,1,128,128
80597,17803224,3,143,32,1,32,32
80598,17803359,2,169,32,1,32,32
80599,17803731,3,227,32,1,32,32
80600,17803755,2,2572,64,1,64,64
80601,17805064,3,61,64,1,64,64
80602,17805609,5,5610,128,1,128,128
80603,17806153,2,964,64,1,64,64
80604,17806493,2,5425,256,1,256,256
80605,17806563,2,1301,64,1,64,64
80606,17806573,3,1858,64,1,64,64
80607,17807795,3,683,64,1,64,64
80608,17808072,2,370,64,1,64,64
80609,17808209,2,7787,128,1,128,128
80610,17808215,2,9451,128,1,128,128
80611,17808231,0,55,128,1,128,128
80612,17809192,0,58,32,1,32,32
80613,17809385,2,41,64,1,64,64
80614,17809533,2,968,64,1,64,64
80615,17809744,3,642,32,1,32,32
80616,17810103,3,189,32,1,32,32
80617,17810249,3,1641,512,1,512,512
80618,17810271,9,544,32,1,32,32
80619,17810408,3,109,64,1,64,64
80620,17810410,0,532,32,1,32,32
80621,17810410,0,533,32,1,32,32
80622,17810414,3,1422,32,1,32,32
80623,17810650,2,71,64,1,64,64
80624,17810824,2,1218,64,1,64,64
80625,17810942,0,165,32,1,32,32
80626,17810975,3,1691,128,1,128,128
80627,17811204,2,95,64,1,64,64
80628,17811382,2,442,64,1,64,64
80629,17811430,5,603,64,1,64,64
80630,17811433,0,469,32,1,32,32
80631,17811434,0,468,32,1,32,32
80632,17811808,88,7358,512,1,512,512
80633,17811901,0,127,32,1,32,32
80634,17811990,3,678,128,1,128,128
80635,17812036,3,10264,128,1,128,128
80636,17812126,3,9043,256,1,256,256
80637,17812411,4,115,64,1,64,64
80638,17812642,2,889,64,1,64,64
80639,17812664,9,700,128,1,128,128
80640,17813490,2,8511,128,1,128,128
80641,17813594,2,107,64,1,64,64
80642,17813754,3,1420,64,1,64,64
80643,17813764,3,854,64,1,64,64
80644,17813830,0,140,32,1,32,32
80645,17813831,0,138,32,1,32,32
80646,17813839,3,357,64,1,64,64
80647,17814123,0,175,32,1,32,32
80648,17814123,0,175,32,1,32,32
80649,17814226,2,284,64,1,64,64
80650,17814356,8,5454,64,1,64,64
80651,17814399,0,112,32,1,32,32
80652,17814399,0,113,32,1,32,32
80653,17814511,0,83,32,1,32,32
80654,17814698,2,248,64,1,64,64
80655,17815012,2,587,64,1,64,64
80656,17815820,3,1279,64,1,64,64
80657,17816077,3,445,64,1,64,64
80658,17816729,3,348,64,1,64,64
80659,17817403,3,59,64,1,64,64
80660,17817494,2,232,64,1,64,64
80661,17817905,4,184,64,1,64,64
80662,17818160,3,174,64,1,64,64
80663,17818828,2,246,64,1,64,64
80664,17819251,5,7304,512,1,512,512
80665,17819486,2,258,64,1,64,64
80666,17819790,2,10253,128,1,128,128
80667,17819900,5,13474,128,1,128,128
80668,17819975,2,141,64,1,64,64
80669,17820059,3,163,128,1,128,128
80670,17820091,3,5209,64,1,64,64
80671,17821165,10,5253,256,1,256,256
80672,17821311,2,3930,64,1,64,64
80673,17821734,3,55,64,1,64,64
80674,17822512,2,1308,64,1,64,64
80675,17822822,6,51,64,1,64,64
80676,17822914,2,8205,128,1,128,128
80677,17823676,3,31,64,1,64,64
80678,17823932,2,173,128,1,128,128
80679,17823938,2,41,64,1,64,64
80680,17824053,2,692,128,1,128,128
80681,17824179,27862,7209,32,1,32,32
80682,17824187,35064,7182,32,1,32,32
80683,17824230,2,397,64,1,64,64
80684,17824445,3,24,64,1,64,64
80685,17824620,3,29,64,1,64,64
80686,17824896,2,132,64,1,64,64
80687,17824906,0,45,64,1,64,64
80688,17825094,2,26,64,1,64,64
80689,17825793,4,193,64,1,64,64
80690,17825823,2,777,64,1,64,64
80691,17826485,2,200,64,1,64,64
80692,17826492,2,44,64,1,64,64
80693,17826840,2,620,64,1,64,64
80694,17827374,3,30,64,1,64,64
80695,17827812,3,25,64,1,64,64
80696,17827981,3,135,512,1,512,512
80697,17828115,7,33,64,1,64,64
80698,17828378,2,24,64,1,64,64
80699,17828392,3,45,64,1,64,64
80700,17828455,2,457,64,1,64,64
80701,17828496,9,11404,512,1,512,512
80702,17829069,2,28,64,1,64,64
80703,17829441,2,27,64,1,64,64
80704,17829506,2,39,64,1,64,64
80705,17829652,2,189,64,1,64,64
80706,17830113,6,28,64,1,64,64
80707,17830336,3,21,64,1,64,64
80708,17830390,2,1210,64,1,64,64
80709,17830656,2,23,64,1,64,64
80710,17830982,0,56,64,1,64,64
80711,17831036,3,24,64,1,64,64
80712,17831132,3,3611,128,1,128,128
80713,17831145,0,59,128,1,128,128
80714,17831355,2,30,64,1,64,64
80715,17831704,2,43,64,1,64,64
80716,17831713,2,34,64,1,64,64
80717,17831856,3,944,64,1,64,64
80718,17832474,4,32,64,1,64,64
80719,17832831,2,89,128,1,128,128
80720,17832919,4,4321,128,1,128,128
80721,17833138,6,33,64,1,64,64
80722,17833180,5,1282,64,1,64,64
80723,17833234,3,141,128,1,128,128
80724,17833453,4,24,64,1,64,64
80725,17833528,2,132,128,1,128,128
80726,17833540,0,39,128,1,128,128
80727,17833917,2,27,64,1,64,64
80728,17834149,2,2831,256,1,256,256
80729,17834386,2,37,64,1,64,64
80730,17834478,2,39,64,1,64,64
80731,17834751,2,3495,128,1,128,128
