S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
18052163,3,11427,512,40090,1,512,512
18055105,3,84,64,40091,1,64,64
18059412,43781,9719,128,40092,1,128,128
18064153,3,75,32,40093,1,32,32
18064297,2,41,32,40094,1,32,32
18064399,4,51,32,40095,1,32,32
18064599,4,10569,256,40096,1,256,256
18064956,3,1349,128,40097,1,128,128
18064968,3,1162,32,40098,1,32,32
18065087,5,947,32,40099,1,32,32
18065371,3,155,32,40100,1,32,32
18065396,2,4990,64,40101,1,64,64
18065631,2,5779,128,40102,1,128,128
18066175,3,205,32,40103,1,32,32
18066390,5,962,32,40104,1,32,32
18066550,4,3204,512,40105,1,512,512
18066596,2,103,32,40106,1,32,32
18066694,3,1498,32,40107,1,32,32
18066787,43438,15215,512,40108,1,512,512
18066870,5,186,32,40109,1,32,32
18067065,3,5775,128,40110,1,128,128
18067976,2,3401,64,40111,1,64,64
18068224,2,447,128,40112,1,128,128
18068649,25,1949,128,40113,1,128,128
18069104,4,24,32,40114,1,32,32
18069111,3,777,32,40115,1,32,32
18069168,3,197,32,40116,1,32,32
18069351,3,13586,32,40117,1,32,32
18069471,579,60,128,40118,1,128,128
18069559,4,91,32,40119,1,32,32
18070038,2,75,512,40120,1,512,512
18070314,4,312,32,40121,1,32,32
18070967,4,58,32,40122,1,32,32
18071598,2,4193,64,40123,1,64,64
18071856,4,1334,512,40124,1,512,512
18072004,3,41,32,40125,1,32,32
18072142,3,188,32,40126,1,32,32
18072444,4,55,32,40127,1,32,32
18072510,3,2542,128,40128,1,128,128
18072975,3,2979,32,40129,1,32,32
18073415,2,8833,128,40130,1,128,128
18073546,3,78,32,40131,1,32,32
18073601,3,2426,128,40132,1,128,128
18074006,3,107,32,40133,1,32,32
18074447,6,7531,512,40134,1,512,512
18074612,4,8143,32,40135,1,32,32
18074949,3,1432,32,40136,1,32,32
18075053,4,9071,128,40137,1,128,128
18075073,969,369,128,40138,1,128,128
18075075,0,32,128,40139,1,128,128
18075168,7,7352,256,40140,1,256,256
18075722,6,5611,64,40141,1,64,64
18075884,4,86,32,40142,1,32,32
18076025,8,218,128,40143,1,128,128
18076199,5,1318,32,40144,1,32,32
18076400,12,9427,128,40145,1,128,128
18076652,3,96,32,40146,1,32,32
18076669,4,263,32,40147,1,32,32
18077411,3,1182,32,40148,1,32,32
18077511,3,1881,64,40149,1,64,64
18077774,4,946,32,40150,1,32,32
18078794,3,3506,32,40151,1,32,32
18079013,4,5322,64,40152,1,64,64
18079715,6,1137,32,40153,1,32,32
18080363,5,36,64,40154,1,64,64
18080641,4,2334,64,40155,1,64,64
18080834,2,46,64,40156,1,64,64
18081075,5,44,64,40157,1,64,64
18081291,4,5778,64,40158,1,64,64
18081337,4,22,32,40159,1,32,32
18081457,529,65,512,40160,1,512,512
18081598,3,38,64,40161,1,64,64
18081758,4,238,32,40162,1,32,32
18081769,38,40,64,40163,1,64,64
18082058,6,106,32,40164,1,32,32
18082091,4,2801,512,40165,1,512,512
18082464,7,61,32,40166,1,32,32
18082610,3,186,32,40167,1,32,32
18082626,3,4854,64,40168,1,64,64
18082871,3,65,32,40169,1,32,32
18082981,2,34,64,40170,1,64,64
18083424,3,34,64,40171,1,64,64
18083623,4,97,32,40172,1,32,32
18083746,3,3,64,40173,1,64,64
18083780,6,3,64,40174,1,64,64
18083817,2,3,64,40175,1,64,64
18083869,2,6532,128,40176,1,128,128
18083890,4,2,64,40177,1,64,64
18083982,3,2,64,40178,1,64,64
18084002,2,3,64,40179,1,64,64
18084072,4,4,64,40180,1,64,64
18084180,4,2,64,40181,1,64,64
18084194,7,73,32,40182,1,32,32
18084214,9,46,32,40183,1,32,32
18084249,7,9805,256,40184,1,256,256
18084681,3,36,64,40185,1,64,64
18084753,3,1628,32,40186,1,32,32
18084800,97,2875,512,40187,1,512,512
18084904,2,33,64,40188,1,64,64
18084961,2,38,128,40189,1,128,128
18085023,6,1086,32,40190,1,32,32
18085186,3,43,32,40191,1,32,32
18085226,2,4151,128,40192,1,128,128
18085363,2,30,64,40193,1,64,64
18085369,3,51,32,40194,1,32,32
18085463,3,40,32,40195,1,32,32
18085823,3,49,32,40196,1,32,32
18085933,2,33,64,40197,1,64,64
18086363,4,16371,32,40198,1,32,32
18086403,2,32,64,40199,1,64,64
18086560,2,105,64,40200,1,64,64
18086857,2,1734,64,40201,1,64,64
18086879,2,34,64,40202,1,64,64
18087005,3,5508,64,40203,1,64,64
18087237,8,34,64,40204,1,64,64
18087448,5,1199,32,40205,1,32,32
18087507,3,163,64,40206,1,64,64
18087755,13,35,64,40207,1,64,64
18088061,6,33,64,40208,1,64,64
18088120,25376,7267,32,40209,1,32,32
18088323,3,35,64,40210,1,64,64
18088629,3,83,512,40211,1,512,512
18088738,2,35,64,40212,1,64,64
18088916,3,7661,512,40213,1,512,512
18089038,2,26,64,40214,1,64,64
18089227,3,30,64,40215,1,64,64
18089528,31237,10088,32,40216,1,32,32
18089556,2,28,64,40217,1,64,64
18089575,3,4399,128,40218,1,128,128
18089978,5,120,64,40219,1,64,64
18090193,3,64,64,40220,1,64,64
18090576,4,89,32,40221,1,32,32
18090760,2,14,64,40222,1,64,64
18090830,3,244,64,40223,1,64,64
18091057,5,1667,32,40224,1,32,32
18091240,3,37,32,40225,1,32,32
18091350,3,2740,32,40226,1,32,32
18091362,2,7163,128,40227,1,128,128
18091430,17,3911,32,40228,1,32,32
18091479,15,73,32,40229,1,32,32
18091721,3,7472,128,40230,1,128,128
18092060,3,4715,64,40231,1,64,64
18092500,11,5073,64,40232,1,64,64
18092808,1171,9212,128,40233,1,128,128
18092853,7,946,32,40234,1,32,32
18094057,7,7064,256,40235,1,256,256
18094181,3,352,64,40236,1,64,64
18094289,2,4416,64,40237,1,64,64
18094341,18574,180,128,40238,1,128,128
18094436,11279,236,256,40239,1,256,256
18094548,4,1878,32,40240,1,32,32
18094677,6,749,32,40241,1,32,32
18095284,10,568,128,40242,1,128,128
18095346,9,76,32,40243,1,32,32
18095489,4,58,32,40244,1,32,32
18095545,11,660,32,40245,1,32,32
18095573,1010,13640,512,40246,1,512,512
18095943,4,51,32,40247,1,32,32
18096092,6,98,32,40248,1,32,32
18096306,3,34,32,40249,1,32,32
18096431,3,58,32,40250,1,32,32
18096566,4,63,32,40251,1,32,32
18096575,4555,4581,256,40252,1,256,256
18099457,3,3426,128,40253,1,128,128
18101125,49715,6794,256,40254,1,256,256
18101345,2,1289,32,40255,1,32,32
18102654,3,663,32,40256,1,32,32
18102756,2,1772,32,40257,1,32,32
18102891,41149,5503,128,40258,1,128,128
18103364,3,561,32,40259,1,32,32
18103975,2,650,32,40260,1,32,32
18104671,2,593,32,40261,1,32,32
18105289,3,3586,32,40262,1,32,32
18105587,19854,1704,512,40263,1,512,512
18106970,3,1599,64,40264,1,64,64
18107509,2,27,64,40265,1,64,64
18107802,2,24,64,40266,1,64,64
18108015,2,424,64,40267,1,64,64
18108980,2,23,32,40268,1,32,32
18109242,3,20,32,40269,1,32,32
18109274,2,518,32,40270,1,32,32
18109415,2,45,32,40271,1,32,32
18109903,2,24,32,40272,1,32,32
18110057,2,3661,64,40273,1,64,64
18110081,2,313,64,40274,1,64,64
18110431,4,1128,64,40275,1,64,64
18110507,3,17,32,40276,1,32,32
18111321,2,18,32,40277,1,32,32
18111628,2,18,64,40278,1,64,64
18111667,3,314,64,40279,1,64,64
18112158,3,18,32,40280,1,32,32
18112186,4,975,64,40281,1,64,64
18113068,3,471,32,40282,1,32,32
18113432,17425,10482,32,40283,1,32,32
18113610,3,19,32,40284,1,32,32
18114120,3,8595,256,40285,1,256,256
18116097,3,6861,128,40286,1,128,128
18139983,4,11358,512,40287,1,512,512
18141337,45895,10680,32,40288,1,32,32
18144917,3,11075,128,40289,1,128,128
18146146,3,143,64,40290,1,64,64
18147373,7,577,32,40291,1,32,32
18147650,3,877,128,40292,1,128,128
18147971,3,85,64,40293,1,64,64
18148101,4,6802,64,40294,1,64,64
18148131,4,35,32,40295,1,32,32
18148236,4,32,32,40296,1,32,32
18148312,4,56,32,40297,1,32,32
18148378,7,797,32,40298,1,32,32
18148555,5,72,32,40299,1,32,32
18148575,9,634,128,40300,1,128,128
18148666,6,129,64,40301,1,64,64
18149034,3,6894,64,40302,1,64,64
18149191,6,596,32,40303,1,32,32
18149445,4,202,32,40304,1,32,32
18149547,3,8616,128,40305,1,128,128
18149628,4,212,32,40306,1,32,32
18151040,2,8279,128,40307,1,128,128
18151308,39,7705,512,40308,1,512,512
18151947,4050,898,128,40309,1,128,128
18152542,6,657,32,40310,1,32,32
18152575,7,577,32,40311,1,32,32
18153166,4,37,32,40312,1,32,32
18153555,6,14658,32,40313,1,32,32
18155515,6,556,32,40314,1,32,32
18156099,3,182,32,40315,1,32,32
18156919,7,551,32,40316,1,32,32
18156967,4,13,128,40317,1,128,128
18157013,3,43,64,40318,1,64,64
18157066,1103,94,128,40319,1,128,128
18157172,3,36,64,40320,1,64,64
18157410,3,6300,64,40321,1,64,64
18157849,13,4440,32,40322,1,32,32
18157890,4,3187,64,40323,1,64,64
18158110,261,46,32,40324,1,32,32
18158173,93,4563,128,40325,1,128,128
18158395,24,348,32,40326,1,32,32
18158572,4,1521,32,40327,1,32,32
18158750,18,6646,32,40328,1,32,32
18159218,3,410,128,40329,1,128,128
18159451,4,1836,128,40330,1,128,128
18160075,3,28,32,40331,1,32,32
18160145,4,19,32,40332,1,32,32
18160191,4,29,32,40333,1,32,32
18160242,2,176,32,40334,1,32,32
18161258,2,283,32,40335,1,32,32
18161612,3,5083,128,40336,1,128,128
18161712,4,550,32,40337,1,32,32
18161761,3,566,64,40338,1,64,64
18162434,3,189,32,40339,1,32,32
18162659,3,1579,64,40340,1,64,64
18162841,5,5446,128,40341,1,128,128
18162997,2,1221,64,40342,1,64,64
18163117,3,28,128,40343,1,128,128
18163175,4,850,256,40344,1,256,256
18163579,23685,16798,256,40345,1,256,256
18163661,14,334,32,40346,1,32,32
18164018,13,79,256,40347,1,256,256
18164079,3,186,32,40348,1,32,32
18164313,2,276,32,40349,1,32,32
18164399,3,6006,64,40350,1,64,64
18164711,3,8797,128,40351,1,128,128
18164857,4,9809,512,40352,1,512,512
18165313,4,770,32,40353,1,32,32
18165500,3,251,32,40354,1,32,32
18166128,3,174,32,40355,1,32,32
18166659,7,115,32,40356,1,32,32
18166790,5,252,64,40357,1,64,64
18167139,4,3920,256,40358,1,256,256
18167171,3,117,32,40359,1,32,32
18167331,3,148,32,40360,1,32,32
18167437,3,123,32,40361,1,32,32
18167612,5,423,32,40362,1,32,32
18167821,4,435,32,40363,1,32,32
18167848,6,393,32,40364,1,32,32
18168299,4,6662,128,40365,1,128,128
18168440,3,168,32,40366,1,32,32
18168458,3,640,128,40367,1,128,128
18168464,2,4108,64,40368,1,64,64
18169220,3,943,32,40369,1,32,32
18170179,3,3260,64,40370,1,64,64
18170533,6,78,32,40371,1,32,32
18170654,3,32,32,40372,1,32,32
18170681,3,405,128,40373,1,128,128
18170787,3,39,32,40374,1,32,32
18170857,4,49,32,40375,1,32,32
18170916,3,23,32,40376,1,32,32
18170930,5,941,32,40377,1,32,32
18170960,2,55,32,40378,1,32,32
18171052,3,125,32,40379,1,32,32
18171056,8,26,256,40380,1,256,256
18171061,16180,15218,512,40381,1,512,512
18171105,3,5720,256,40382,1,256,256
18171142,5,2348,32,40383,1,32,32
18171227,3,50,32,40384,1,32,32
18171302,4,120,32,40385,1,32,32
18171310,3,32,32,40386,1,32,32
18171349,4,25,32,40387,1,32,32
18171382,3,28,32,40388,1,32,32
18171452,4,37,32,40389,1,32,32
18172260,3,14923,128,40390,1,128,128
18172438,5,335,32,40391,1,32,32
18172463,3,201,64,40392,1,64,64
18172637,2,1380,64,40393,1,64,64
18172766,3,265,32,40394,1,32,32
18173039,5,22,32,40395,1,32,32
18173085,3,27,32,40396,1,32,32
18173141,7,31,32,40397,1,32,32
18173151,7,123,32,40398,1,32,32
18173209,3,69,32,40399,1,32,32
18173223,5,52,32,40400,1,32,32
18173467,47,365,128,40401,1,128,128
18173506,2,33,64,40402,1,64,64
18173522,5,3690,64,40403,1,64,64
18173542,6,460,32,40404,1,32,32
18173580,2,4386,128,40405,1,128,128
18173667,5,51,32,40406,1,32,32
18173708,5,9172,32,40407,1,32,32
18173725,3,209,32,40408,1,32,32
18173950,4,1146,32,40409,1,32,32
18174251,421,89,512,40410,1,512,512
18174303,3,48,32,40411,1,32,32
18174422,2,3933,32,40412,1,32,32
18174498,2,351,64,40413,1,64,64
18174529,4,487,32,40414,1,32,32
18174734,3,50,32,40415,1,32,32
18175151,2,11852,128,40416,1,128,128
18175176,2,1433,512,40417,1,512,512
18175328,3,138,32,40418,1,32,32
18175558,1054,3201,512,40419,1,512,512
18175562,3,45,32,40420,1,32,32
18175869,3,70,32,40421,1,32,32
18175883,4,64,32,40422,1,32,32
18175913,4,1150,32,40423,1,32,32
18175954,3,149,32,40424,1,32,32
18176136,4,852,32,40425,1,32,32
18176161,3,740,64,40426,1,64,64
18176224,41,6393,32,40427,1,32,32
18176391,3,10836,128,40428,1,128,128
18176408,6,343,32,40429,1,32,32
18177248,2,357,32,40430,1,32,32
18177546,3,21,256,40431,1,256,256
18177575,3,2687,256,40432,1,256,256
18177614,3,183,32,40433,1,32,32
18177830,3,119,32,40434,1,32,32
18177864,4,472,32,40435,1,32,32
18178341,3,627,32,40436,1,32,32
18178350,9,147,32,40437,1,32,32
18178444,2,3741,64,40438,1,64,64
18178963,3,3978,64,40439,1,64,64
18179489,3,658,32,40440,1,32,32
18179751,64,3010,512,40441,1,512,512
18179823,2,1111,128,40442,1,128,128
18179915,7,4904,32,40443,1,32,32
18180214,2,597,32,40444,1,32,32
18180323,3,58,128,40445,1,128,128
18180889,3,70,128,40446,1,128,128
18181133,4,164,32,40447,1,32,32
18181372,3,68,128,40448,1,128,128
18181385,2,5476,32,40449,1,32,32
18181524,2,1820,128,40450,1,128,128
18181712,3,153,32,40451,1,32,32
18181911,3,64,128,40452,1,128,128
18182145,3,184,32,40453,1,32,32
18182625,5,537,32,40454,1,32,32
18182661,3,4599,256,40455,1,256,256
18182693,4,4799,32,40456,1,32,32
18182922,4,50,512,40457,1,512,512
18183328,3,44,512,40458,1,512,512
18183481,2,28,512,40459,1,512,512
18183790,20284,370,128,40460,1,128,128
18183887,14027,7507,32,40461,1,32,32
18183949,3,65,512,40462,1,512,512
18184076,3,53,512,40463,1,512,512
18184623,2,511,64,40464,1,64,64
18185264,2,320,32,40465,1,32,32
18185601,2,23,32,40466,1,32,32
18185701,2,317,32,40467,1,32,32
18186030,2,232,32,40468,1,32,32
18186375,2,296,32,40469,1,32,32
18186406,16055,8148,512,40470,1,512,512
18187281,66484,11098,128,40471,1,128,128
18187960,2,1852,32,40472,1,32,32
18191010,3,841,32,40473,1,32,32
18191976,2,883,32,40474,1,32,32
18192471,2,5981,32,40475,1,32,32
18192889,2,900,32,40476,1,32,32
18193906,3,6021,32,40477,1,32,32
18196845,7219,6727,256,40478,1,256,256
18197796,13006,6734,256,40479,1,256,256
18197910,7512,10538,32,40480,1,32,32
18197982,0,62,32,40481,1,32,32
18198999,4,49,32,40482,1,32,32
18199062,2,5861,32,40483,1,32,32
18199202,2,1778,64,40484,1,64,64
18199505,3,302,64,40485,1,64,64
18200185,3,121,64,40486,1,64,64
18200853,3,326,64,40487,1,64,64
18201066,3,2166,128,40488,1,128,128
18201433,3,17,32,40489,1,32,32
18201839,2,1093,64,40490,1,64,64
18202318,2,25,32,40491,1,32,32
18202924,70684,8149,512,40492,1,512,512
18204946,3,2766,32,40493,1,32,32
18205399,1,265,32,40494,1,32,32
18207731,3,892,32,40495,1,32,32
18210788,6,5588,512,40496,1,512,512
18215898,57722,10679,32,40497,1,32,32
18216379,37393,4274,512,40498,1,512,512
18228523,32896,6768,256,40499,1,256,256
18234653,19131,10327,128,40500,1,128,128
18236956,44802,1995,512,40501,1,512,512
18238803,14998,348,32,40502,1,32,32
18241474,12333,28,64,40503,1,64,64
18243224,10536,144,256,40504,1,256,256
18244855,8960,4189,32,40505,1,32,32
18247316,6508,11803,32,40506,1,32,32
18250917,2914,1318,64,40507,1,64,64
18253267,569,8219,32,40508,1,32,32
18253849,56,3962,256,40509,1,256,256
18254737,4,1041,32,40510,1,32,32
18254944,3,51,32,40511,1,32,32
18255124,3,42,32,40512,1,32,32
18255223,5,273,32,40513,1,32,32
18255581,2,900,128,40514,1,128,128
18255628,3,12864,128,40515,1,128,128
18255840,4,193,32,40516,1,32,32
18255916,3,3625,32,40517,1,32,32
18256503,1366,291,256,40518,1,256,256
18257036,7223,550,128,40519,1,128,128
18258042,7,4337,512,40520,1,512,512
18258076,3,47,32,40521,1,32,32
18258144,17,1866,256,40522,1,256,256
18258190,1838,1390,256,40523,1,256,256
18258274,5,44,32,40524,1,32,32
18258322,4,119,32,40525,1,32,32
18258452,3,41,32,40526,1,32,32
18258497,2,64,32,40527,1,32,32
18258665,2,3034,64,40528,1,64,64
18258763,3,123,32,40529,1,32,32
18258941,4,54,32,40530,1,32,32
18259124,3,1597,32,40531,1,32,32
18259411,3,25,32,40532,1,32,32
18259430,4,1254,32,40533,1,32,32
18259831,7,60,32,40534,1,32,32
18260268,4,9717,32,40535,1,32,32
18260845,2,11102,128,40536,1,128,128
18260911,3,2165,64,40537,1,64,64
18260919,5,776,32,40538,1,32,32
18261083,8,459,32,40539,1,32,32
18261433,5,436,32,40540,1,32,32
18261522,10,89,32,40541,1,32,32
18261638,5,536,32,40542,1,32,32
18262002,2,32,64,40543,1,64,64
18262011,3,31,32,40544,1,32,32
18262099,2015,3016,128,40545,1,128,128
18262251,2,2448,64,40546,1,64,64
18262313,4,87,32,40547,1,32,32
18262361,3,40,32,40548,1,32,32
18262383,7,4251,512,40549,1,512,512
18262396,22362,15245,512,40550,1,512,512
18262417,5,789,32,40551,1,32,32
18262614,3,94,32,40552,1,32,32
18262644,4,73,32,40553,1,32,32
18262822,21478,10461,32,40554,1,32,32
18262876,3,78,32,40555,1,32,32
18262988,4,285,32,40556,1,32,32
18263032,7,140,32,40557,1,32,32
18263460,4,722,32,40558,1,32,32
18263479,5,207,32,40559,1,32,32
18263552,0,102,32,40560,1,32,32
18264013,4,94,32,40561,1,32,32
18264060,3,939,64,40562,1,64,64
18264087,4,107,32,40563,1,32,32
18264671,5,133,32,40564,1,32,32
18264684,4,3624,32,40565,1,32,32
18264851,4,119,32,40566,1,32,32
18264869,5,7516,128,40567,1,128,128
18264921,4,140,32,40568,1,32,32
18265063,5,4043,32,40569,1,32,32
18265070,2,1451,64,40570,1,64,64
18265322,5,4960,32,40571,1,32,32
18265762,4,1185,32,40572,1,32,32
18266049,7,1014,32,40573,1,32,32
18266223,3,227,32,40574,1,32,32
18266484,9320,9815,128,40575,1,128,128
18266639,6,4239,512,40576,1,512,512
18266847,3,3124,64,40577,1,64,64
18267111,3,225,32,40578,1,32,32
18267453,7,397,32,40579,1,32,32
18267791,4,106,32,40580,1,32,32
18267974,3,104,32,40581,1,32,32
18268252,8,1239,32,40582,1,32,32
18268622,3,102,32,40583,1,32,32
18268722,2,331,64,40584,1,64,64
18270122,3,38,32,40585,1,32,32
18270281,3,55,32,40586,1,32,32
18270631,3,3954,32,40587,1,32,32
18270654,4,328,32,40588,1,32,32
18270882,6,50408,256,40589,1,256,256
18272396,2,3403,128,40590,1,128,128
18274637,25368,16901,512,40591,1,512,512
18275808,41012,8629,128,40592,1,128,128
18276613,4,25,32,40593,1,32,32
18277022,3,32,32,40594,1,32,32
18277903,3,456,32,40595,1,32,32
18278554,2,16,32,40596,1,32,32
18278958,4,20,32,40597,1,32,32
18279647,4107,1003,512,40598,1,512,512
18279743,41555,1085,256,40599,1,256,256
18279904,3,21,32,40600,1,32,32
18280003,2,4003,32,40601,1,32,32
18284287,10476,10499,32,40602,1,32,32
18285740,7,4015,32,40603,1,32,32
18301458,15374,8879,128,40604,1,128,128
18305250,14,10473,32,40605,1,32,32
18315724,44244,10742,32,40606,1,32,32
18318945,12,511,32,40607,1,32,32
18319334,45668,4667,512,40608,1,512,512
18320336,8,84,32,40609,1,32,32
18320450,2,23,32,40610,1,32,32
18320478,2,24,64,40611,1,64,64
18320517,3,18,32,40612,1,32,32
18320696,2,165,512,40613,1,512,512
18320849,15,171,512,40614,1,512,512
18321053,3,7141,128,40615,1,128,128
18321587,2,1134,32,40616,1,32,32
18321593,3,52,32,40617,1,32,32
18321774,4,12095,512,40618,1,512,512
18321979,2,12,64,40619,1,64,64
18321994,3,159,64,40620,1,64,64
18322153,6,107,32,40621,1,32,32
18322377,8,5166,256,40622,1,256,256
18322840,4,56,32,40623,1,32,32
18322887,6,168,32,40624,1,32,32
18323112,5,80,32,40625,1,32,32
18323362,4,171,32,40626,1,32,32
18323483,4,78,32,40627,1,32,32
18323801,6,290,32,40628,1,32,32
18323993,3,100,128,40629,1,128,128
18324162,2,148,32,40630,1,32,32
18324487,3,81,32,40631,1,32,32
18324645,3,465,32,40632,1,32,32
18324749,5,438,32,40633,1,32,32
18324838,3,8455,32,40634,1,32,32
18325190,24,442,32,40635,1,32,32
18325415,8,707,32,40636,1,32,32
18325495,3,7515,32,40637,1,32,32
18325603,3,729,32,40638,1,32,32
18325774,2,15,32,40639,1,32,32
18325778,2,1777,64,40640,1,64,64
18325907,2,176,32,40641,1,32,32
18326116,3,454,32,40642,1,32,32
18326195,7,247,32,40643,1,32,32
18326234,8,17,64,40644,1,64,64
18326259,3,625,64,40645,1,64,64
18326337,4,111,32,40646,1,32,32
18326730,21,362,32,40647,1,32,32
18326756,11,96,32,40648,1,32,32
18326838,14,303,32,40649,1,32,32
18327174,3,72,32,40650,1,32,32
18327485,6,228,32,40651,1,32,32
18327494,3,135,32,40652,1,32,32
18327694,4,67,32,40653,1,32,32
18327743,4,380,32,40654,1,32,32
18327774,5,5168,64,40655,1,64,64
18327783,3,6239,128,40656,1,128,128
18327857,5,33,32,40657,1,32,32
18327893,6,191,32,40658,1,32,32
18327912,0,63,32,40659,1,32,32
18328016,4,700,64,40660,1,64,64
18328195,5,57,32,40661,1,32,32
18328243,4,165,32,40662,1,32,32
18328519,7,162,32,40663,1,32,32
18328862,5,210,32,40664,1,32,32
18329020,2,9950,64,40665,1,64,64
18329099,3,123,32,40666,1,32,32
18329190,2,16,64,40667,1,64,64
18329209,2,134,64,40668,1,64,64
18329356,5,6388,128,40669,1,128,128
18329488,3,77,32,40670,1,32,32
18329601,4,252,32,40671,1,32,32
18329608,5,384,32,40672,1,32,32
18329891,4,6057,32,40673,1,32,32
18330029,3,139,32,40674,1,32,32
18330125,4,45,32,40675,1,32,32
18330288,4,57,32,40676,1,32,32
18330422,3,372,32,40677,1,32,32
18330454,6,283,32,40678,1,32,32
18330534,5,348,32,40679,1,32,32
18330676,10,603,64,40680,1,64,64
18330833,5,48,32,40681,1,32,32
18330926,5,703,128,40682,1,128,128
18331019,5,320,32,40683,1,32,32
18331077,7,117,32,40684,1,32,32
18331433,4,306,32,40685,1,32,32
18331657,9,145,32,40686,1,32,32
18331852,3,56,32,40687,1,32,32
18332222,16,93,256,40688,1,256,256
18332249,9,111,32,40689,1,32,32
18332279,18,205,32,40690,1,32,32
18332511,3,88,256,40691,1,256,256
18332520,0,31,256,40692,1,256,256
18332624,4,268,32,40693,1,32,32
18332643,11,88,256,40694,1,256,256
18332685,5,288,32,40695,1,32,32
18332693,3,2749,64,40696,1,64,64
18332933,3,75,32,40697,1,32,32
18333071,3,1427,32,40698,1,32,32
18333126,4,243,32,40699,1,32,32
18333358,3,7364,32,40700,1,32,32
18333692,7,198,32,40701,1,32,32
18333871,4,5316,32,40702,1,32,32
18333942,2,11955,512,40703,1,512,512
18334107,3,92,256,40704,1,256,256
18334119,4,56,32,40705,1,32,32
18334187,2,1681,32,40706,1,32,32
18334265,2,4558,128,40707,1,128,128
18334626,6,165,32,40708,1,32,32
18334717,2,5647,64,40709,1,64,64
18334978,4,173,32,40710,1,32,32
18335388,5,151,32,40711,1,32,32
18335469,2,158,32,40712,1,32,32
18335760,4,162,32,40713,1,32,32
18335784,3,20,128,40714,1,128,128
18335895,2,1768,128,40715,1,128,128
18335905,0,20,128,40716,1,128,128
18336392,3,460,32,40717,1,32,32
18336485,5,7158,128,40718,1,128,128
18336863,2,188,32,40719,1,32,32
18337063,3,4616,32,40720,1,32,32
